期間,20230201,20230228
のぞみ137,down,◆,2月23・24日運転
のぞみ215,down,◆,休日と2月23・24日は運休・但し、2月[5]・[12]・[19]・[26]日は運転
のぞみ309,down,◆,2月11・18・23・[25]日運転
のぞみ311,down,◆,2月[23]日運転
のぞみ313,down,◆,2月[10]・11・[16]・[17]・18・[22]・23・25・[26]日運転
のぞみ315,down,◆,2月[23]日運転
のぞみ317,down,◆,2月[23]日運転
のぞみ319,down,◆,2月4・11・18・23・25日運転
のぞみ221,down,◆,休日運休・但し、2月[5]・[12]・19・23・26日は運転
のぞみ321,down,◆,2月11・18・[25]日運転
のぞみ323,down,◆,2月[8]・[14]・[21]・[23]日運転
のぞみ223,down,◆,2月[3]・4・10・11・[13]・16～18・[20]・22～25・[26]・[27]日運転
のぞみ325,down,◆,2月23日運転
のぞみ331,down,◆,2月3・4・10・11・[12]・[13]・16～19・[20]・23～26・[27]日運転
のぞみ335,down,◆,2月11・18日運転
のぞみ337,down,◆,2月[4]・11・18・22・23・25日運転
のぞみ343,down,◆,2月23日運転
のぞみ347,down,◆,2月4・10・11・[16]・17～19・23・25日運転
のぞみ155,down,◆,2月[26]日運転
のぞみ157,down,◆,2月[12]・26日運転
のぞみ355,down,◆,2月23日運転
こだま727,down,☆,N700S車両で運転
のぞみ159,down,◆,2月[26]日運転
のぞみ363,down,◆,2月5・10・11・[12]・[16]・17～19・23・25・26日運転
のぞみ163,down,◆,2月[26]日運転
のぞみ371,down,◆,2月12日運転
のぞみ165,down,◆,2月26日運転
のぞみ379,down,◆,2月5・11・12・[16]・18・22・23・25日運転
のぞみ167,down,◆,2月[10]・[12]・[17]・[19]日運転
のぞみ381,down,◆,2月[26]日運転
こだま733,down,☆,N700S車両で運転
のぞみ385,down,◆,2月26日運転
のぞみ169,down,◆,2月12・19・26日運転
のぞみ387,down,◆,2月[5]・10・17日運転
のぞみ389,down,◆,2月26日運転
のぞみ395,down,◆,2月[12]・[19]・[26]日運転
のぞみ173,down,◆,2月10・12・17・19日運転
のぞみ173,down,◆,2月[3]・[5]・26日運転
のぞみ397,down,◆,2月16・23・[24]・[25]日運転
のぞみ399,down,◆,2月12日運転
のぞみ175,down,◆,2月[10]・12・[17]・19・[22]・26日運転
のぞみ403,down,◆,2月5・26日運転
のぞみ405,down,◆,2月26日運転
のぞみ409,down,◆,2月3・[5]・[10]・[12]・[17]・[19]・[22]・24・26日運転
のぞみ179,down,◆,2月3・5・10・12・17・19・22・26日運転
のぞみ239,down,◆,土曜と2月3・5・10・12・17・19・22・26日は運休・但し、2月[25]日は運転
のぞみ411,down,◆,2月12・19・26日運転
のぞみ181,down,◆,2月[26]日運転
のぞみ413,down,◆,2月10・17日運転
のぞみ415,down,◆,2月10・12・16・17・[19]・22・26日運転
のぞみ417,down,◆,2月26日運転
のぞみ183,down,◆,2月26日運転
のぞみ419,down,◆,2月10・17日運転
のぞみ421,down,◆,2月[2]・3・[7]・8・[9]・10・12・14・[15]・[16]・17・19・21・22・24・26・[28]日運転
のぞみ185,down,◆,2月3・5・10・12・17・19・22日運転
のぞみ245,down,◆,土曜と2月3・5・10・12・17・19・22日は運休・但し、2月25日は運転
のぞみ423,down,◆,2月3・[10]・16・[17]・22・[24]・[26]日運転
こだま801,down,◆,2月5・12・19・23・26日運転
のぞみ247,down,☆,N700S車両で運転
のぞみ187,down,◆,2月26日運転
のぞみ427,down,◆,2月3・[5]・9・10・[12]・15～17・[19]・22・24日運転
のぞみ429,down,◆,2月10・12・17・19・22・26日運転
のぞみ189,down,◆,2月[10]・12・[17]・[22]・[26]日運転
のぞみ431,down,◆,2月19日運転
のぞみ433,down,◆,2月[2]・[3]・[5]・[7]・8・[9]・10・14・[15]・[16]・17・21・22・24・26・[28]日運転
のぞみ251,down,◆,土曜運休・但し、2月25日は運転
のぞみ435,down,◆,2月3・10・16・17・[19]・22・24・26日運転
のぞみ437,down,◆,2月[10]・[17]日運転
のぞみ439,down,◆,2月3・9・10・12・15～17・19・22・24・26日運転
のぞみ441,down,◆,2月3・10・[12]・17・22・[24]・26日運転
のぞみ255,down,☆,N700S車両で運転
のぞみ443,down,◆,2月[3]・10・17・22・[24]・[26]日運転
のぞみ445,down,◆,2月3・[5]・[9]・10・12・[15]・16・17・[19]・22・24・26日運転
のぞみ447,down,◆,2月[10]・[17]・[22]日運転
のぞみ449,down,◆,2月[2]・3・5・[7]・8～10・12・14～17・19・21・22・24～26・[28]日運転
こだま805,down,◆,休日運休
のぞみ451,down,◆,2月3・10・[12]・17・22・24・26日運転
のぞみ455,down,◆,2月3・10・12・17・19・22・24・26日運転
のぞみ457,down,◆,2月26日運転
のぞみ459,down,◆,2月3・[5]・10・12・[16]・17・[19]・22・24・26日運転
のぞみ461,down,◆,2月10・[12]・17・22・[26]日運転
ひかり665,down,◆,2月5・12・19・26日運転
のぞみ465,down,◆,2月3・5・9・10・12・15～17・19・22・[23]・24～26日運転
のぞみ469,down,◆,2月3・10・12・17・19・22・26日運転
のぞみ261,down,☆,N700S車両で運転
のぞみ471,down,◆,2月[10]・[12]・[17]・[19]・25・26日運転
のぞみ473,down,◆,2月[3]・[4]・5・9～12・15～19・22～26日運転
のぞみ71,down,◆,2月3・5・10・12・17・19・22・24・26日運転
こだま802,up,◆,土曜・休日運休
こだま806,up,◆,土曜・休日運休
こだま810,up,◆,土曜・休日運休
のぞみ70,up,◆,2月4・6・11・13・18・20・25・27日運転
こだま816,up,◆,土曜・休日運休
こだま818,up,◆,土曜・休日運休
のぞみ204,up,☆,N700S車両で運転
のぞみ270,up,◆,2月[11]・[16]・[18]日運転
のぞみ274,up,◆,2月[2]・3・4・[7]・8～11・[13]・14～18・[20]・21～25・[27]・28日運転
のぞみ276,up,◆,2月[10]・[17]日運転
のぞみ280,up,◆,2月[9]・[15]・16・[22]日運転
のぞみ208,up,◆,休日運休・但し、2月23日は運転
のぞみ282,up,◆,2月1・2・[3]・[4]・6～11・13～18・20～22・24・25・27・[28]日運転
のぞみ284,up,◆,2月[23]日運転
のぞみ286,up,◆,2月[23]日運転
のぞみ210,up,☆,N700S車両で運転
のぞみ212,up,◆,休日運休・但し、2月[12]・23・26日は運転
こだま824,up,◆,2月4・11・18・25日運転
のぞみ288,up,◆,2月9～11・15～18・23・25日運転
のぞみ292,up,◆,2月25日運転
のぞみ214,up,◆,休日運休・但し、2月23日は運転
のぞみ294,up,◆,2月[25]日運転
のぞみ296,up,◆,2月[2]・[3]・[4]・[7]・[8]・[9]・[10]・11・[13]・[14]・[15]・[16]・[17]・18・[20]・[21]・22・[23]・24・[27]・[28]日運転
のぞみ298,up,◆,2月[23]・25日運転
のぞみ216,up,◆,休日運休・但し、2月[12]・19・23・26日は運転
のぞみ300,up,◆,2月[4]・[10]・11・[16]・[17]・18・22・[23]・[25]日運転
のぞみ304,up,◆,2月[3]・4・8・[9]・10・11・[13]・14・[15]・16～18・[20]・21・23・[24]・25・[27]日運転
のぞみ218,up,◆,休日運休・但し、2月23・26日は運転
のぞみ308,up,◆,2月[11]・[18]・25日運転
のぞみ310,up,◆,2月[11]・[18]・[23]・25日運転
のぞみ312,up,◆,2月[25]日運転
のぞみ126,up,◆,2月11・18・23日運転
のぞみ316,up,◆,2月[4]日運転
のぞみ318,up,◆,2月[10]・[16]・[17]・[24]・25日運転
のぞみ220,up,◆,休日運休・但し、2月[12]・23・26日は運転
のぞみ128,up,◆,2月4・11・[18]・23～25日運転
のぞみ324,up,◆,2月[16]・26日運転
のぞみ326,up,◆,2月25日運転
のぞみ132,up,◆,2月[4]・11・18・23・25日運転
のぞみ332,up,◆,2月[10]・[12]・[17]・[19]・26日運転
ひかり648,up,☆,N700S車両で運転
のぞみ134,up,◆,2月[23]・24日運転
のぞみ338,up,◆,2月[4]・[5]・[10]・11・[16]・[17]・18・25・26日運転
こだま724,up,☆,N700S車両で運転
のぞみ344,up,◆,2月26日運転
のぞみ138,up,◆,2月[4]・[23]日運転
のぞみ348,up,◆,2月[11]・12・[18]・[19]・25・26日運転
のぞみ354,up,◆,2月[4]・5・10～12・[13]・[16]・17～19・[20]・23～26・[27]日運転
のぞみ358,up,◆,2月26日運転
のぞみ360,up,◆,2月[25]・26日運転
のぞみ144,up,◆,2月[11]日運転
のぞみ364,up,◆,2月12・[18]・25日運転
のぞみ368,up,◆,2月26日運転
のぞみ370,up,◆,2月[10]・12・[17]・19・23・26日運転
のぞみ372,up,◆,2月3・[4]・5・11・[13]・16・18・[20]・24～26・[27]日運転
のぞみ374,up,◆,2月12・19・26日運転
のぞみ376,up,◆,2月12・26日運転
のぞみ150,up,◆,2月[11]日運転
のぞみ378,up,◆,2月[5]・[19]・26日運転
のぞみ380,up,◆,2月5・10・12・17・[18]・19・25・26日運転
のぞみ382,up,◆,2月26日運転
のぞみ386,up,◆,2月5・10・[12]・17・[19]・22・23・26日運転
のぞみ388,up,◆,2月3・[5]・[11]・12・[16]・[18]・19・24～26日運転
のぞみ390,up,◆,2月12・[19]・25・26日運転
のぞみ392,up,◆,2月5・12・19・[25]・26日運転
のぞみ156,up,◆,2月[26]日運転
のぞみ396,up,◆,2月5・10・12・17・19・26日運転
のぞみ398,up,◆,2月26日運転
のぞみ400,up,◆,2月[8]・9・10・[12]・[14]・15・17・[19]・[21]・22・23・26日運転
のぞみ402,up,◆,2月3・5・[12]・[13]・16・[19]・[20]・24～26・[27]日運転
のぞみ404,up,◆,2月5・10・12・17・19・26日運転
のぞみ234,up,◆,2月10・12・17・19・26日は運休
のぞみ160,up,◆,2月26日運転
のぞみ160,up,◆,2月10・12・17・19日運転
のぞみ406,up,◆,2月12・19・26日運転
のぞみ162,up,◆,2月26日運転
のぞみ408,up,◆,2月3・[5]・10・12・17・22・24日運転
のぞみ236,up,☆,N700S車両で運転
のぞみ410,up,◆,2月[2]・[5]・[7]・12・19・25・26・[28]日運転
のぞみ412,up,◆,2月26日運転
のぞみ164,up,◆,2月[12]・26日運転
のぞみ414,up,◆,2月3・5・[9]・10・[15]・[16]・17・19・[22]・24日運転
のぞみ238,up,◆,土曜運休・但し、2月25日は運転
のぞみ416,up,◆,2月12・[19]・26日運転
のぞみ240,up,◆,2月10・12・17・19日は運休
のぞみ166,up,◆,2月10・12・17・19日運転
のぞみ418,up,◆,2月[12]・22・26日運転
のぞみ168,up,◆,2月26日運転
のぞみ420,up,◆,2月[3]・[5]・[10]・12・[17]・[19]・24・[25]日運転
のぞみ422,up,◆,2月[5]・10・12・17・19・22・26日運転
のぞみ424,up,◆,2月26日運転
のぞみ426,up,◆,2月3・[5]・[8]・9・[10]・12・[14]・15・[16]・[17]・19・[21]・22・24・26日運転
のぞみ428,up,◆,2月12・[19]・26日運転
こだま748,up,☆,N700S車両で運転
のぞみ170,up,◆,2月10・12・17・19日運転
のぞみ170,up,◆,2月3・5・22・26日運転
のぞみ244,up,◆,土曜と2月3・5・10・12・17・19・22・26日は運休・但し、2月25日は運転
のぞみ430,up,◆,2月3・5・10・12・17・19・22・24・26日運転
のぞみ172,up,◆,2月[26]日運転
のぞみ432,up,◆,2月[25]日運転
のぞみ246,up,☆,N700S車両で運転
のぞみ434,up,◆,2月[3]・10・[12]・17・[19]・[22]・[24]・26日運転
のぞみ436,up,◆,2月26日運転
のぞみ438,up,◆,2月3・5・10・12・17・19・22・24・26日運転
のぞみ440,up,◆,2月[12]・26日運転
のぞみ248,up,◆,2月[2]・3・[7]・8・9・[13]・14・15・[16]・[20]・21・23～25・[27]・[28]日運転
のぞみ174,up,◆,2月[5]・[10]・12・[17]・19・[22]・26日運転
のぞみ442,up,◆,2月[19]・26日運転
のぞみ176,up,◆,2月[26]日運転
のぞみ444,up,◆,2月[3]・10・17・[22]・[24]日運転
のぞみ446,up,◆,2月3・[5]・10・12・16・17・19・22・24・[25]・26日運転
のぞみ448,up,◆,2月[12]・26日運転
のぞみ178,up,◆,2月3・5・10・12・17・19・22・26日運転
のぞみ250,up,◆,土曜と2月3・5・10・12・17・19・22・26日は運休・但し、2月[11]・[18]・25日は運転
のぞみ450,up,◆,2月[26]日運転
のぞみ452,up,◆,2月3・5・10・12・17・19・[22]・24～26日運転
こだま754,up,☆,N700S車両で運転
のぞみ454,up,◆,2月[5]・[9]・12・[15]・[16]・[19]・25・26日運転
のぞみ456,up,◆,2月3・[5]・[12]・19・[24]・26日運転
のぞみ182,up,◆,2月[3]・[10]・12・[17]・[19]・22・24・26日運転
のぞみ254,up,◆,2月[2]・3・5・[7]・8・9・[11]・12・[13]・14～16・[18]・19・[20]・21・23～26・[27]・28日運転
のぞみ460,up,◆,2月[5]・[10]・[12]・[17]・19・22・26日運転
のぞみ462,up,◆,2月10・17・22・26日運転
のぞみ464,up,◆,2月3・5・10・12・[16]・17・19・22・24～26日運転
ひかり668,up,☆,N700S車両で運転
のぞみ466,up,◆,2月[3]・[5]・12・19・24・26日運転
のぞみ184,up,◆,2月[26]日運転
のぞみ468,up,◆,2月[4]・5・8～12・[13]・14～19・[20]・21～23・25・[27]日運転
のぞみ186,up,◆,2月[10]・[12]・[17]・[22]・[26]日運転
のぞみ470,up,◆,2月3・5・[11]・[18]・19・24・25日運転
