期間,20220801,20220831
のぞみ141,down,◆,8月10・11・[12]・13日運転
のぞみ317,down,◆,8月[6]・7日運転
のぞみ319,down,◆,8月[1]・[2]・[3]・[4]・5・6・8～17・[18]・[19]・20・26・27日運転
のぞみ143,down,◆,8月6・8・9・12日運転
のぞみ143,down,◆,8月5・11・13～20・22日運転
のぞみ221,down,◆,休日と8月5・6・8・9・11～20・22日は運休・但し、8月7・21・28日は運転
のぞみ321,down,◆,8月10～13日運転
のぞみ323,down,◆,8月5・10～13・[14]・20・27日運転
のぞみ223,down,◆,8月1～4・18・19・21・[22]・23～26・28・[29]・30・[31]日運転
のぞみ145,down,◆,8月6～17日運転
のぞみ325,down,◆,8月[5]・10～13・15・[16]・[20]・[27]日運転
のぞみ327,down,◆,8月6・8～14・[15]日運転
のぞみ147,down,◆,8月15・16日運転
のぞみ147,down,◆,8月11・12・[13]日運転
のぞみ329,down,◆,8月6・10日運転
のぞみ331,down,◆,8月1～4・[5]・6～14・17・19～21・23～28・[29]・[30]・[31]日運転
のぞみ149,down,◆,8月5・10・11・[12]・13・14・17～19・22日運転
のぞみ333,down,◆,8月15・16・20・[21]日運転
のぞみ335,down,◆,8月[4]・6～9・11・13・[27]日運転
のぞみ337,down,◆,8月[1]・[2]・[3]・4・5・10～13・18・20・21・26～28日運転
のぞみ151,down,◆,8月[6]・7・[8]・[9]・10～12・[13]・[14]・15・16・[17]日運転
のぞみ341,down,◆,8月10～14日運転
のぞみ343,down,◆,8月[10]・11～13・[15]・[16]日運転
のぞみ153,down,◆,8月11・[15]・[16]日運転
のぞみ345,down,◆,8月10日運転
のぞみ347,down,◆,8月1・[2]・3～14・20～22・[23]・[24]・[25]・26～28・[29]日運転
のぞみ155,down,◆,8月10～19日運転
のぞみ349,down,◆,8月[21]日運転
のぞみ351,down,◆,8月[5]・[6]・10～13日運転
のぞみ353,down,◆,8月11・13日運転
のぞみ157,down,◆,8月7・[8]・[9]・10・11・[12]・[13]・[14]・15・16・[17]・21日運転
のぞみ355,down,◆,8月[1]・[3]・[4]・5・6・[18]・[19]・20・[26]・[27]・[28]日運転
のぞみ357,down,◆,8月10～17日運転
のぞみ359,down,◆,8月11～13・15日運転
こだま727,down,☆,N700S車両で運転
のぞみ159,down,◆,8月11・15・16日運転
のぞみ363,down,◆,8月[1]・[2]・[3]・4～9・11～14・17・[18]・19・20・22・26・27・[28]日運転
のぞみ161,down,◆,8月10～14・[15]・[16]・17・21日運転
のぞみ367,down,◆,8月10・11日運転
のぞみ369,down,◆,8月10～13日運転
のぞみ163,down,◆,8月7・[9]・[10]・11・[12]・[13]・[14]・15・16・[17]・[18]・[19]・[21]・28日運転
のぞみ371,down,◆,8月[5]・6・[8]・[20]・[23]・[24]・[25]・[26]日運転
のぞみ373,down,◆,8月10～15・21日運転
のぞみ375,down,◆,8月10・11・15・16日運転
のぞみ165,down,◆,8月10・14～16日運転
のぞみ377,down,◆,8月11日運転
のぞみ379,down,◆,8月[1]・[2]・[3]・4～9・11～13・17・[18]・20～22・[23]・[24]・[25]・27・[28]日運転
のぞみ167,down,◆,8月[11]・21日運転
のぞみ167,down,◆,8月[19]・26日運転
のぞみ381,down,◆,8月10・12～17・28日運転
のぞみ383,down,◆,8月7・[10]・11～13・[15]日運転
こだま733,down,☆,N700S車両で運転
のぞみ385,down,◆,8月10・11・15日運転
のぞみ169,down,◆,8月7・10・11・[12]・[13]・[14]・15・16・[17]・[18]・[21]・28日運転
のぞみ387,down,◆,8月[5]・[6]・[8]・[9]・19・[20]・[26]日運転
のぞみ389,down,◆,8月12～14・16・21日運転
のぞみ391,down,◆,8月10・11・15日運転
のぞみ393,down,◆,8月[11]日運転
のぞみ395,down,◆,8月7・10・11・13・[14]・15・21・28日運転
のぞみ173,down,◆,8月7・11日運転
のぞみ173,down,◆,8月5・[9]・10・12・14～17・[19]・21・26・28日運転
のぞみ397,down,◆,8月[1]・[2]・[3]・[4]・[6]・[8]・[18]・[20]・[23]・[24]・[25]・[27]日運転
のぞみ399,down,◆,8月[11]・12・[13]日運転
のぞみ175,down,◆,8月10・[11]・15・16・21日運転
のぞみ401,down,◆,8月7・14日運転
のぞみ403,down,◆,8月[5]・9～17・21・[26]・28日運転
のぞみ405,down,◆,8月[7]・[10]・[15]・[21]日運転
のぞみ407,down,◆,8月[10]・[11]日運転
のぞみ409,down,◆,8月5・7・10・21・26・28日運転
のぞみ179,down,◆,8月5・7・9～12・14～17・19・21・26・28日運転
のぞみ239,down,◆,土曜と8月5・7・9～12・14～17・19・21・26・28日は運休・但し、8月[6]・13・[20]・[27]日は運転
のぞみ411,down,◆,8月[9]・10～12・14～16・[23]・[24]・[25]日運転
のぞみ181,down,◆,8月15・16日運転
のぞみ181,down,◆,8月10・[11]・[21]日運転
のぞみ413,down,◆,8月[7]・14・26・28日運転
のぞみ415,down,◆,8月[2]・[3]・[4]・7・[8]・9・10・[11]・[13]・[15]・17日運転
のぞみ417,down,◆,8月[5]・7・[10]・[11]・[12]・[14]・21・[26]・[28]日運転
のぞみ419,down,◆,8月10日運転
のぞみ421,down,◆,8月[4]・5・7・9・10・[11]・12・14・15・21・[23]・[24]・[25]・26・28日運転
のぞみ185,down,◆,8月7・10日運転
のぞみ185,down,◆,8月5・12・14～16・19・21・26・28日運転
のぞみ245,down,◆,土曜と8月5・7・10・12・14～16・19・21・26・28日は運休・但し、8月[6]・13・[20]・[27]日は運転
のぞみ423,down,◆,8月10・26日運転
こだま801,down,◆,8月7・11・14・21・28日運転
のぞみ247,down,☆,N700S車両で運転
のぞみ187,down,◆,8月[10]・[19]・21日運転
のぞみ425,down,◆,8月5・7・9・[11]・14・[26]・28日運転
のぞみ427,down,◆,8月2・[3]・4・[5]・7・8・10・12・15・16・23～26・[30]・[31]日運転
のぞみ429,down,◆,8月5・[9]・10・[11]・[14]・[15]・[21]・[28]日運転
のぞみ189,down,◆,8月10日運転
のぞみ431,down,◆,8月[4]・5・7・9・[12]・[14]・[21]・26日運転
のぞみ433,down,◆,8月10・[30]日運転
のぞみ251,down,◆,土曜運休・但し、8月[6]・13・[20]・[27]日は運転
のぞみ435,down,◆,8月5・[7]・9・10・12・14・[15]・[19]・21・[23]・[24]・[25]・26・28日運転
のぞみ437,down,◆,8月5・10・26日運転
のぞみ439,down,◆,8月2・[3]・4・5・7～10・[11]・12・14～16・19・21・23～26・28・[30]・[31]日運転
のぞみ441,down,◆,8月[5]・10・[26]日運転
のぞみ255,down,☆,N700S車両で運転
のぞみ443,down,◆,8月[5]・10・[26]日運転
のぞみ445,down,◆,8月5・7・10・12・14・21・26・28日運転
のぞみ447,down,◆,8月10日運転
のぞみ449,down,◆,8月2・[3]・4・5・7～10・12・[13]・14～16・19・21・23～26・28・[29]・30・[31]日運転
こだま805,down,◆,休日運休
のぞみ451,down,◆,8月5・[7]・10・12・[14]・26日運転
のぞみ453,down,◆,8月10日運転
のぞみ455,down,◆,8月[2]・[4]・5・7・[8]・9・10・12・14・[15]・[19]・21・[23]・[24]・[25]・26・28日運転
のぞみ457,down,◆,8月10・[21]・[26]日運転
のぞみ459,down,◆,8月5・7・[9]・10・12・14・21・26・28日運転
のぞみ461,down,◆,8月[7]・10・28日運転
ひかり665,down,◆,8月7・14・21・28日運転
のぞみ463,down,◆,8月[5]・7・10・[12]・14・21・26・28日運転
のぞみ465,down,◆,8月[2]・[3]・4・6・[8]・9・[13]・15・19・20・23～25・27・[29]・[30]日運転
のぞみ467,down,◆,8月5・7・10・12・14・21・26・28日運転
のぞみ469,down,◆,8月7・10・14日運転
のぞみ261,down,☆,N700S車両で運転
のぞみ471,down,◆,8月7・12～14・[21]日運転
のぞみ473,down,◆,8月6～10・12～14・[15]・20・21・[26]・27・28日運転
のぞみ71,down,◆,8月5・7・14・19・21・26・28日運転
こだま802,up,◆,土曜・休日運休
こだま806,up,◆,土曜・休日運休
こだま810,up,◆,土曜・休日運休
のぞみ70,up,◆,8月1・6・8・11・13・15・18・20・22・27・29日運転
こだま816,up,◆,土曜・休日運休
こだま818,up,◆,土曜・休日運休
のぞみ204,up,☆,N700S車両で運転
のぞみ270,up,◆,8月6・[13]・[26]日運転
のぞみ272,up,◆,8月[3]・[4]・[5]・6・9・[11]・[13]日運転
のぞみ274,up,◆,8月1・2・8・10・12・[15]・[16]・[18]・[19]・[20]・22～27・[29]・[30]・31日運転
のぞみ276,up,◆,8月3～6・9・11・13日運転
のぞみ280,up,◆,8月[4]・[23]・[24]・[25]・[26]・[27]・[30]日運転
のぞみ208,up,◆,休日運休・但し、8月7・11・14・[21]・[28]日は運転
のぞみ282,up,◆,8月[1]・2～6・8～11・13・[22]・23～27・30・[31]日運転
のぞみ286,up,◆,8月6・[11]・[13]・[27]日運転
のぞみ210,up,☆,N700S車両で運転
のぞみ212,up,◆,休日運休・但し、8月7・11・14・[28]日は運転
こだま824,up,◆,8月6・13・20・27日運転
のぞみ288,up,◆,8月[3]・[4]・5・6・9・11・[12]・13・[20]・[26]日運転
のぞみ290,up,◆,8月[6]・11・13・27日運転
のぞみ214,up,◆,休日運休・但し、8月[7]・11・14・[21]・22日は運転
のぞみ296,up,◆,8月[1]・[2]・3・4・[5]・6・8～11・13・[22]・23～27・[30]・[31]日運転
のぞみ298,up,◆,8月6・11・[12]・13日運転
のぞみ216,up,◆,休日運休・但し、8月7・11・14・[21]・28日は運転
のぞみ300,up,◆,8月[3]・[4]・[5]・6・11・13・[14]・[26]・27日運転
のぞみ302,up,◆,8月[2]・[13]日運転
のぞみ304,up,◆,8月[1]・3～6・8～14・[15]・[16]・17・20・[22]・[23]・[24]・[25]・26・27・[30]・[31]日運転
のぞみ124,up,◆,8月6・10～13日運転
のぞみ218,up,◆,休日と8月6・10～13日は運休・但し、8月[7]・14・21日は運転
のぞみ306,up,◆,8月[11]日運転
のぞみ308,up,◆,8月[6]・11・13・[27]日運転
のぞみ310,up,◆,8月[6]・11・[12]・13～17・27日運転
のぞみ312,up,◆,8月6・11・13・[19]日運転
のぞみ314,up,◆,8月13・[14]・[15]・[16]・[17]・[27]日運転
のぞみ126,up,◆,8月11日運転
のぞみ318,up,◆,8月[1]・[2]・3・[4]・[5]・6・8～17・20・[22]・26・27日運転
のぞみ320,up,◆,8月[11]・[13]日運転
のぞみ220,up,◆,休日運休・但し、8月[7]・11・14・21日は運転
のぞみ128,up,◆,8月4～6・[8]・[9]・10・11・[12]・13・[14]・15・16・20・27日運転
のぞみ322,up,◆,8月[17]・19・[21]・22・26日運転
のぞみ324,up,◆,8月[2]・7・11・13・15～18・23～25・27・28・[29]日運転
のぞみ326,up,◆,8月[6]・[11]・14～17・[19]・21日運転
のぞみ222,up,◆,8月6・10～13日は運休
のぞみ130,up,◆,8月6・10～13日運転
のぞみ328,up,◆,8月6・[10]・14～17・[20]日運転
のぞみ132,up,◆,8月11～13・[15]・[16]日運転
のぞみ330,up,◆,8月14・[27]日運転
のぞみ332,up,◆,8月[1]・3・[4]・[5]・6・[7]・8～21・[22]・26・27日運転
ひかり648,up,☆,N700S車両で運転
のぞみ336,up,◆,8月[11]・13・14・[15]・16・17日運転
のぞみ134,up,◆,8月[6]・[9]・10・11・[12]・13・[14]・15・16・[17]・[19]・20日運転
のぞみ338,up,◆,8月[1]・[2]・[3]・[4]・5・7・8・18・21～28・[29]日運転
のぞみ340,up,◆,8月6・11・13～17日運転
のぞみ342,up,◆,8月14～17・[18]・19・21日運転
こだま724,up,☆,N700S車両で運転
のぞみ344,up,◆,8月14～17・21日運転
のぞみ138,up,◆,8月[10]・[11]・12・13・15・16日運転
のぞみ346,up,◆,8月9・14・20日運転
のぞみ348,up,◆,8月[5]・6・[7]・10～21・[22]・[26]・[27]・[28]日運転
のぞみ350,up,◆,8月11・14～17日運転
のぞみ352,up,◆,8月[13]・14・[15]・[16]・17・[21]日運転
のぞみ140,up,◆,8月[6]・[9]・10・11・[12]・[13]・[14]・[15]・[16]・[17]・[19]日運転
のぞみ354,up,◆,8月[1]・[2]・[3]・[4]・5・7・8・18・20～28・[29]・[30]日運転
のぞみ356,up,◆,8月13～17日運転
のぞみ358,up,◆,8月14～17・[18]・19・[20]・21日運転
のぞみ226,up,◆,8月7・10・11・14～18・20・21日は運休
のぞみ142,up,◆,8月7・10・11・14～18・20・21日運転
のぞみ360,up,◆,8月[10]・11・14～17・21日運転
のぞみ144,up,◆,8月12・13・15・16日運転
のぞみ362,up,◆,8月14・17日運転
のぞみ364,up,◆,8月[5]・6・7・9～22・[23]・[24]・[25]・[26]・[27]日運転
のぞみ366,up,◆,8月[11]・13～18・20・21日運転
のぞみ368,up,◆,8月14～17・19・[21]・28日運転
のぞみ146,up,◆,8月[6]・10・11・[12]・[13]・14～17日運転
のぞみ370,up,◆,8月[3]・[4]・5・7～9・18・20・21・23～25日運転
のぞみ372,up,◆,8月1・[2]・12～17・19・21・22・26～28・30日運転
のぞみ374,up,◆,8月7・14～18・[19]・[20]・21・[26]・[28]・[29]・[31]日運転
のぞみ228,up,◆,8月7～22日は運休
のぞみ148,up,◆,8月8～17・22日運転
のぞみ148,up,◆,8月7・18～21日運転
のぞみ376,up,◆,8月11～17・19・20・[21]・[22]・28日運転
のぞみ150,up,◆,8月10・14～16・[17]日運転
のぞみ378,up,◆,8月21日運転
のぞみ380,up,◆,8月[1]・[2]・5～7・[8]・9～28日運転
のぞみ382,up,◆,8月[11]・13～17・19・21日運転
のぞみ384,up,◆,8月14～17・[18]・20日運転
のぞみ152,up,◆,8月10・11・14～17・[19]・[21]日運転
のぞみ386,up,◆,8月[3]・[4]・6・7・[8]・9・12・13・20・22～26・28日運転
のぞみ388,up,◆,8月5・[13]・14～18・[20]・21・27・[28]・[29]・[30]・[31]日運転
のぞみ390,up,◆,8月[7]・[12]・14～17・[18]・19・21・[26]・28日運転
のぞみ230,up,◆,8月5・7～22日は運休
のぞみ154,up,◆,8月5・14～17・19日運転
のぞみ154,up,◆,8月7～13・18・20～22日運転
のぞみ392,up,◆,8月5・10～18・20・21・[22]・26日運転
のぞみ156,up,◆,8月14～16・[17]日運転
のぞみ394,up,◆,8月[1]・[2]・7・19～21・[23]・[24]・[25]・28日運転
のぞみ396,up,◆,8月[11]・13～17・19～21・28日運転
のぞみ398,up,◆,8月[5]・7・10・14～17日運転
のぞみ158,up,◆,8月10・11・[12]・[13]・14～17・[18]・[21]日運転
のぞみ400,up,◆,8月3・[4]・5・8・9・22～27日運転
のぞみ402,up,◆,8月[6]・7・[11]・14～17・19・21・28日運転
のぞみ404,up,◆,8月[5]・7・10・12～21・[26]・28日運転
のぞみ234,up,◆,8月5・7～22日は運休
のぞみ160,up,◆,8月10～17・21日運転
のぞみ160,up,◆,8月5・7～9・18～20・22日運転
のぞみ406,up,◆,8月10・14～18・[19]・20・21・[23]・[24]・[25]日運転
のぞみ162,up,◆,8月14～16・[17]日運転
のぞみ408,up,◆,8月[7]・9・13・19・21・26・28日運転
のぞみ236,up,☆,N700S車両で運転
のぞみ410,up,◆,8月[1]・[2]・5・7・10～17・[20]・21・[22]・28・[29]・30・[31]日運転
のぞみ412,up,◆,8月14～17・20日運転
のぞみ164,up,◆,8月[9]・10～17・[18]・[19]・[21]日運転
のぞみ414,up,◆,8月[3]・[4]・5・7・[8]・[22]・23～26・28日運転
のぞみ238,up,◆,土曜運休・但し、8月[6]・13・20・[27]日は運転
のぞみ416,up,◆,8月[5]・10・14～17・19・21日運転
のぞみ240,up,◆,8月4～22・26・28日は運休
のぞみ166,up,◆,8月6・9・18・19日運転
のぞみ166,up,◆,8月4・5・7・8・10～17・20～22・26・28日運転
のぞみ418,up,◆,8月10・[13]・14～17・[20]・21・[26]・28・[30]日運転
のぞみ168,up,◆,8月14～16・[17]日運転
のぞみ420,up,◆,8月18・21日運転
のぞみ422,up,◆,8月[2]・[5]・7・9・10・[12]・13～17・19～21・26・28日運転
のぞみ424,up,◆,8月[10]・14・[15]・[16]・17日運転
のぞみ426,up,◆,8月[3]・[4]・5・7・[8]・9～11・14～17・19・21・[22]・23～26・28日運転
のぞみ428,up,◆,8月[5]・[12]・14～17・[19]・21・26日運転
こだま748,up,☆,N700S車両で運転
のぞみ170,up,◆,8月17日運転
のぞみ170,up,◆,8月5～16・18・19・21・22・26・28日運転
のぞみ244,up,◆,土曜と8月5～19・21・22・26・28日は運休・但し、8月20・[27]日は運転
のぞみ430,up,◆,8月[2]・10・14～17・[20]・[26]・[28]日運転
のぞみ172,up,◆,8月10・12・13・[14]・[15]・[16]日運転
のぞみ432,up,◆,8月21・[30]日運転
のぞみ246,up,☆,N700S車両で運転
のぞみ434,up,◆,8月5・7・10・14～17・[18]・19・[21]・26・28日運転
のぞみ436,up,◆,8月10・[13]・14・[15]・[16]・17・21日運転
のぞみ438,up,◆,8月5・[7]・10・12・14～17・[18]・[19]・[20]・21・[22]・26日運転
のぞみ440,up,◆,8月14・[15]・[16]・[17]・[21]・[26]日運転
のぞみ248,up,◆,8月4・20日運転
のぞみ174,up,◆,8月7・10～16日運転
のぞみ174,up,◆,8月5・[8]・9・17・19・21・26・28日運転
のぞみ442,up,◆,8月[5]・10・14・17日運転
のぞみ176,up,◆,8月10・11・[12]・[13]・[14]・15・16日運転
のぞみ444,up,◆,8月[7]・21・26・28日運転
のぞみ446,up,◆,8月[1]・2・3・[4]・5・7・10・14～17・19・21・23～26・28・30・[31]日運転
のぞみ448,up,◆,8月[10]・14・[15]・[16]日運転
のぞみ178,up,◆,8月5・7・9～17・19・21・26・28日運転
のぞみ250,up,◆,土曜と8月5・7・9～17・19・21・26・28日は運休・但し、8月6・20・27日は運転
のぞみ450,up,◆,8月[10]・[14]・[15]・16・[21]日運転
のぞみ452,up,◆,8月[5]・7・10・12・14～17・[20]・21・[26]・28日運転
こだま754,up,☆,N700S車両で運転
のぞみ454,up,◆,8月[1]・[2]・[4]・5・7・13～17・[18]・[19]・20・21・[23]・[24]・[25]・26・[27]・28・[30]日運転
のぞみ180,up,◆,8月10・11・[12]・14・[15]・[16]日運転
のぞみ456,up,◆,8月[17]・[26]日運転
のぞみ182,up,◆,8月5・7・[9]・10～12・[13]・[14]・15・16・19・21・26・28日運転
のぞみ254,up,◆,8月[7]・[14]・17・21・22・27・28日運転
のぞみ460,up,◆,8月[1]・2～6・8～10・12～14・16・18～20・23～26・[29]・30・[31]日運転
のぞみ462,up,◆,8月7・10・14・15・17・21・28日運転
のぞみ464,up,◆,8月5・[6]・7・10・12～17・[18]・[19]・20・21・26・[27]・28日運転
ひかり668,up,☆,N700S車両で運転
のぞみ466,up,◆,8月[5]・7・10・[14]・[15]・16・17・[21]・[26]・28日運転
のぞみ184,up,◆,8月10～12・15・16日運転
のぞみ468,up,◆,8月[1]・2～9・13・14・17～28・[29]・30・[31]日運転
のぞみ186,up,◆,8月10～12・14～16日運転
のぞみ470,up,◆,8月5・7・17・19～21・26・28日運転
