期間,20230801,20230831
のぞみ121,down,◆,8月3・6・9～18・21・25・26日運転
のぞみ315,down,◆,8月1～14・17～19・21～26・28～31日運転
のぞみ19,down,☆,N700S車両で運転
のぞみ317,down,◆,8月4～14・17・[18]・[19]・21・24～26日運転
のぞみ215,down,◆,休日と8月4・5・7～13・17～20日は運休・但し、8月6・27日は運転
のぞみ123,down,◆,8月4・5・7～9・11～13・17～20日運転
のぞみ123,down,◆,8月10日運転
のぞみ319,down,◆,8月4～7・9～13・26日運転
のぞみ217,down,◆,8月4～7・9～19日は運休
のぞみ125,down,◆,8月14～16日運転
のぞみ125,down,◆,8月4～7・9～13・17～19日運転
のぞみ321,down,◆,8月5・9・10・[26]日運転
のぞみ127,down,◆,8月11～16日運転
のぞみ323,down,◆,8月[5]・10～12日運転
のぞみ325,down,◆,8月2～5・7～14・[15]・16・[17]・18・19・[20]・21～26・28日運転
のぞみ219,down,◆,8月4～6・8～18・20・21・25・26日は運休
のぞみ129,down,◆,8月4～6・8～18・20・21・25・26日運転
のぞみ327,down,◆,8月2～19・21～25・28日運転
のぞみ23,down,☆,N700S車両で運転
のぞみ329,down,◆,8月5・7・9～14・[25]・26日運転
のぞみ221,down,◆,休日と8月7・9～13・19日は運休・但し、8月6・20・27日は運転
のぞみ131,down,◆,8月7・9・10・19日運転
のぞみ131,down,◆,8月11～13日運転
のぞみ331,down,◆,8月10～13日運転
こだま717,down,☆,N700S車両で運転
のぞみ223,down,◆,8月1～3・7・8・20～31日運転
のぞみ133,down,◆,8月4～6・9～19日運転
のぞみ333,down,◆,8月5・9・10・12・13・16日運転
のぞみ135,down,◆,8月11日運転
のぞみ335,down,◆,8月10～12日運転
のぞみ337,down,◆,8月4～14・17・19・26日運転
のぞみ225,down,◆,8月7～19・26日は運休
のぞみ137,down,◆,8月7～19・26日運転
のぞみ339,down,◆,8月5～14・16・18～20・26日運転
のぞみ27,down,☆,N700S車両で運転
のぞみ341,down,◆,8月2～28日運転
のぞみ343,down,◆,8月7日運転
のぞみ139,down,◆,8月4～6・10～17日運転
のぞみ139,down,◆,8月[25]日運転
のぞみ345,down,◆,8月10～13日運転
のぞみ347,down,◆,8月1～4・6～9・20～31日運転
のぞみ141,down,◆,8月5・10～19日運転
のぞみ349,down,◆,8月10・12日運転
のぞみ143,down,◆,8月11日運転
のぞみ69,down,☆,N700S車両で運転
のぞみ351,down,◆,8月10～12日運転
のぞみ353,down,◆,8月5・9～13日運転
のぞみ227,down,◆,8月4～7・11・13・15～17・20日は運休
のぞみ145,down,◆,8月4～7・11・13・15～17・20日運転
のぞみ355,down,◆,8月4～7・9～14・20日運転
のぞみ357,down,◆,8月10～12日運転
のぞみ147,down,◆,8月8～11・13～16・18・19日運転
のぞみ147,down,◆,8月12・17日運転
のぞみ361,down,◆,8月4～7・9～16・20・25～27日運転
こだま725,down,☆,N700S車両で運転
のぞみ363,down,◆,8月1～5・7～10・18・21～30日運転
のぞみ149,down,◆,8月6・11～17・19・20日運転
のぞみ365,down,◆,8月10～12日運転
のぞみ367,down,◆,8月10～12日運転
のぞみ369,down,◆,8月10～13日運転
のぞみ229,down,◆,8月4・10～14・17・27日は運休
のぞみ153,down,◆,8月4・10～14・17・27日運転
のぞみ371,down,◆,8月6・9～16・20日運転
のぞみ35,down,☆,N700S車両で運転
のぞみ373,down,◆,8月10～12日運転
のぞみ375,down,◆,8月1～5・7～14・17・21～30日運転
のぞみ155,down,◆,8月6・15・16・18～20日運転
のぞみ377,down,◆,8月10～12日運転
こだま729,down,☆,N700S車両で運転
のぞみ379,down,◆,8月4・5・7～10・17～19・25日運転
のぞみ157,down,◆,8月6・11～16・20・27日運転
のぞみ381,down,◆,8月10～12日運転
のぞみ73,down,☆,N700S車両で運転
のぞみ383,down,◆,8月11日運転
のぞみ385,down,◆,8月10～15日運転
のぞみ231,down,◆,8月4・7・9・10・14～17・19・25・27日は運休
のぞみ161,down,◆,8月4・7・9・10・14～17・19・25・27日運転
のぞみ387,down,◆,8月6・9～16・20・27日運転
のぞみ389,down,◆,8月10～12日運転
のぞみ391,down,◆,8月1～5・7～10・14～17・19・21～30日運転
のぞみ163,down,◆,8月6・11～13・18・20日運転
のぞみ393,down,◆,8月[10]・11・12日運転
のぞみ395,down,◆,8月4・5・7・8・10～12・14・17～19・25・28日運転
のぞみ165,down,◆,8月6・9・13・15・16・20・27日運転
のぞみ397,down,◆,8月10・11日運転
のぞみ399,down,◆,8月11日運転
のぞみ401,down,◆,8月[6]・10～15・20・[27]日運転
のぞみ233,down,◆,8月4・6・19・20・25日は運休
のぞみ169,down,◆,8月4・6・19・20・25日運転
のぞみ403,down,◆,8月4・6・9～16・18・20・25・27・28日運転
のぞみ405,down,◆,8月[6]・10・11・20・[27]日運転
のぞみ407,down,◆,8月2～4・8・17・19・21～25・28～30日運転
のぞみ171,down,◆,8月6・9・11～13・20・27日運転
のぞみ171,down,◆,8月7・10・14～16・18日運転
のぞみ409,down,◆,8月10・11日運転
のぞみ45,down,☆,N700S車両で運転
のぞみ235,down,◆,8月4・6・9・10・15・16・20・25・27日は運休
のぞみ173,down,◆,8月4・6・9・10・15・16・20・25・27日運転
のぞみ411,down,◆,8月10・11日運転
のぞみ413,down,◆,8月[10]・11日運転
のぞみ415,down,◆,8月6・10～13・15・20・27日運転
のぞみ237,down,◆,8月3・4・6～9・11～16・18～24・27日は運休
のぞみ177,down,◆,8月3・4・6～9・11～16・18～24・27日運転
のぞみ417,down,◆,8月4・6・9～11・13・15・20・24・25・27日運転
のぞみ47,down,☆,N700S車両で運転
のぞみ419,down,◆,8月[6]・10・11・20・27日運転
のぞみ239,down,◆,土曜と8月10・18・25・27日は運休・但し、8月12・19日は運転
のぞみ179,down,◆,8月25・27日運転
のぞみ179,down,◆,8月10・18日運転
のぞみ421,down,◆,8月10・11日運転
ひかり651,down,☆,N700S車両で運転
のぞみ241,down,◆,8月4・6・9・19・20・25・27日は運休
のぞみ181,down,◆,8月4・6・9・19・20・25・27日運転
のぞみ423,down,◆,8月11日運転
のぞみ183,down,◆,8月10日運転
のぞみ425,down,◆,8月3・4・6～16・18・20・23・25・27～30日運転
のぞみ427,down,◆,8月10・11日運転
のぞみ243,down,◆,8月10日は運休
のぞみ185,down,◆,8月10日運転
のぞみ429,down,◆,8月3・4・6～15・18・20・22～25・27～30日運転
のぞみ431,down,◆,8月4・[6]・9～11・20・25・27日運転
のぞみ245,down,◆,土曜と8月3・4・6・8～16・18～20・24・25・27日は運休
のぞみ187,down,◆,8月4・6・10・20・25・27日運転
のぞみ187,down,◆,8月3・8・9・11～16・18・19・24日運転
のぞみ433,down,◆,8月10・11・25日運転
のぞみ55,down,☆,N700S車両で運転
こだま801,down,◆,8月6・11・13・20・27日運転
のぞみ247,down,◆,8月6・10・20・27日は運休
のぞみ189,down,◆,8月6・10・20・27日運転
のぞみ435,down,◆,8月10・11日運転
のぞみ437,down,◆,8月10・11日運転
のぞみ439,down,◆,8月4・6・9～11・13・18・20・24・25・27日運転
のぞみ249,down,◆,8月4・6・9・10・13～16・18・20・25・27日は運休
のぞみ193,down,◆,8月4・6・9・10・13～16・18・20・25・27日運転
のぞみ441,down,◆,8月3・4・6～15・18～20・22～25・27～31日運転
のぞみ443,down,◆,8月4・9～11・20・25・27日運転
のぞみ251,down,◆,土曜と8月10日は運休
のぞみ195,down,◆,8月10日運転
のぞみ445,down,◆,8月10・25日運転
のぞみ197,down,◆,8月4・9・10・18・25日運転
のぞみ449,down,◆,8月3・4・6・8～13・18・20・24・25・27日運転
のぞみ59,down,☆,N700S車両で運転
のぞみ451,down,◆,8月10日運転
のぞみ453,down,◆,8月4・9・10・13・20・25・27日運転
のぞみ455,down,◆,8月4・6・8～10・13・18・20・25・27日運転
のぞみ457,down,◆,8月10日運転
のぞみ459,down,◆,8月2～4・6～20・22～25・27～31日運転
ひかり661,down,☆,N700S車両で運転
こだま805,down,◆,休日運休
のぞみ461,down,◆,8月10・25日運転
のぞみ257,down,☆,N700S車両で運転
のぞみ463,down,◆,8月10日運転
のぞみ465,down,◆,8月3・4・6・8～11・13・18・20・23～25・27日運転
のぞみ467,down,◆,8月4・6・9・10・13・18・20・25・27日運転
ひかり663,down,☆,N700S車両で運転
のぞみ469,down,◆,8月10・13・20・27日運転
のぞみ471,down,◆,8月10・27日運転
ひかり665,down,◆,8月4・6・10・13・18・20・25・27日運転
のぞみ473,down,◆,8月10日運転
のぞみ475,down,◆,8月4・6・8～20・23～30日運転
のぞみ477,down,◆,8月4・6・10・13・20・25・27日運転
こだま807,down,☆,N700S車両で運転
のぞみ479,down,◆,8月10日運転
のぞみ481,down,◆,8月6・9・10・12・13・20・25・27日運転
のぞみ483,down,◆,8月3・4・6・8～15・17・19・20・23～30日運転
ひかり667,down,☆,N700S車両で運転
のぞみ499,down,◆,8月4・6・[10]・13・18・20・25・27日運転
ひかり669,down,☆,N700S車両で運転
こだま802,up,◆☆,土曜・休日運休　N700S車両で運転
こだま804,up,☆,N700S車両で運転
こだま806,up,◆☆,土曜・休日運休　N700S車両で運転
こだま810,up,◆,土曜・休日運休
のぞみ498,up,◆,8月5・7・11・19・21・26・28日運転
こだま816,up,◆,土曜・休日運休
こだま818,up,◆☆,土曜・休日運休　N700S車両で運転
のぞみ280,up,◆,8月11日運転
のぞみ204,up,◆,休日運休・但し、8月11日は運転
のぞみ282,up,◆,8月9・17日運転
のぞみ286,up,◆,8月1～5・7～14・16～19・21～31日運転
のぞみ288,up,◆,8月[5]・11・26日運転
のぞみ290,up,◆,8月11日運転
のぞみ292,up,◆,8月2・9・11日運転
のぞみ208,up,◆,休日運休・但し、8月6・11・20日は運転
ひかり638,up,☆,N700S車両で運転
のぞみ294,up,◆,8月2～5・7・9・[10]・11～13・17・19・21・23～26・28日運転
のぞみ74,up,☆,N700S車両で運転
のぞみ298,up,◆,8月11日運転
のぞみ212,up,◆,休日運休・但し、8月6・11・13日は運転
こだま824,up,◆,8月5・11・19・26日運転
のぞみ300,up,◆,8月[4]・5・[7]・9・11・12・[21]・24・[25]・26・27・[28]日運転
のぞみ302,up,◆,8月3・11・26日運転
のぞみ214,up,◆,休日運休・但し、8月6・11・13・20日は運転
のぞみ304,up,◆,8月11・26日運転
のぞみ306,up,◆,8月1・2・4・7・10・13・16・17・19・21・23・25・27・28・31日運転
のぞみ110,up,◆,8月5・9・11・12・26日運転
のぞみ308,up,◆,8月[3]・[5]・[8]・11・[22]・[24]日運転
のぞみ310,up,◆,8月5・10～13・19・26日運転
のぞみ216,up,◆,8月1～29・31日運転
のぞみ312,up,◆,8月[5]・11・[23]・[26]・30日運転
のぞみ314,up,◆,8月11日運転
のぞみ4,up,☆,N700S車両で運転
のぞみ316,up,◆,8月11～13・16・26日運転
のぞみ218,up,◆,休日と8月4～7・10～12・26日は運休・但し、8月20・27日は運転
のぞみ114,up,◆,8月4～7・10～12・26日運転
ひかり644,up,☆,N700S車両で運転
のぞみ318,up,◆,8月3～5・7・9～19・21・24～26・28日運転
のぞみ84,up,◆,8月1～31日は運休
のぞみ84,up,◆,8月1～31日運転
のぞみ320,up,◆,8月11・26日運転
のぞみ322,up,◆,8月4・5・9～21・24～28日運転
ひかり670,up,◆,8月1～31日は運休
ひかり502,up,◆,8月1～31日運転
のぞみ324,up,◆,8月[5]・11・16・[26]日運転
のぞみ326,up,◆,8月11・12・15・16・26日運転
のぞみ328,up,◆,8月11日運転
のぞみ220,up,◆,休日と8月4・10～13・26日は運休・但し、8月6・20日は運転
のぞみ116,up,◆,8月4・10～13・26日運転
ひかり646,up,☆,N700S車両で運転
のぞみ330,up,◆,8月5・10～19・26日運転
のぞみ332,up,◆,8月11日運転
のぞみ10,up,☆,N700S車両で運転
のぞみ334,up,◆,8月11・15・16日運転
のぞみ336,up,◆,8月1・14～18・28・30日運転
のぞみ120,up,◆,8月2～6・8～13・19～27日運転
のぞみ338,up,◆,8月11～20・26日運転
のぞみ340,up,◆,8月4・6・20・21・25～29日運転
のぞみ122,up,◆,8月5・7・9～19日運転
のぞみ14,up,☆,N700S車両で運転
のぞみ344,up,◆,8月11・13・15・16日運転
のぞみ222,up,◆,8月10～13日は運休
のぞみ124,up,◆,8月10～13日運転
のぞみ346,up,◆,8月5・[10]・11～20・26日運転
のぞみ348,up,◆,8月11・15・16日運転
のぞみ350,up,◆,8月11・15・16日運転
のぞみ352,up,◆,8月1・2・14・22～24・27～30日運転
のぞみ128,up,◆,8月4～13・15～21・25・26日運転
のぞみ354,up,◆,8月11・13～20日運転
のぞみ356,up,◆,8月4・6・17・21・25・27・28日運転
のぞみ130,up,◆,8月3・10～13・18～20・26日運転
のぞみ130,up,◆,8月5・9・14～16日運転
のぞみ358,up,◆,8月15・16日運転
のぞみ360,up,◆,8月11・13～17・20日運転
のぞみ224,up,◆,8月11日は運休
のぞみ132,up,◆,8月11日運転
のぞみ362,up,◆,8月10～20・26日運転
のぞみ364,up,◆,8月13・15・16日運転
のぞみ366,up,◆,8月13～16・20日運転
のぞみ368,up,◆,8月1～6・21～25・27～31日運転
のぞみ136,up,◆,8月7～20・26日運転
こだま726,up,☆,N700S車両で運転
のぞみ370,up,◆,8月11・13～20日運転
のぞみ372,up,◆,8月7・9・21～28日運転
のぞみ138,up,◆,8月4～6・10・11・13・15～20日運転
のぞみ138,up,◆,8月12・14日運転
のぞみ374,up,◆,8月10～17・20日運転
のぞみ376,up,◆,8月13～20・25日運転
のぞみ226,up,◆,8月11・14～16日は運休
のぞみ140,up,◆,8月11・14～16日運転
のぞみ378,up,◆,8月6・11・13～21・27日運転
のぞみ380,up,◆,8月15・16日運転
のぞみ382,up,◆,8月14～16・18・20日運転
のぞみ142,up,◆,8月13日運転
のぞみ384,up,◆,8月1～3・12・13・21～31日運転
のぞみ144,up,◆,8月4～11・14～20日運転
のぞみ386,up,◆,8月6・11～20・25・27日運転
のぞみ388,up,◆,8月2～8・21～30日運転
のぞみ146,up,◆,8月13・14日運転
のぞみ146,up,◆,8月9～12・15～20日運転
のぞみ390,up,◆,8月6・13～20日運転
のぞみ392,up,◆,8月13～17・20日運転
のぞみ228,up,◆,8月14～18日は運休
のぞみ148,up,◆,8月14～18日運転
のぞみ394,up,◆,8月4・6・7・10～22・25・27日運転
のぞみ396,up,◆,8月13・15・16・20日運転
のぞみ398,up,◆,8月[6]・13～20日運転
のぞみ150,up,◆,8月[25]日運転
のぞみ400,up,◆,8月2・3・9・22～30日運転
のぞみ152,up,◆,8月4～8・11～21日運転
のぞみ28,up,☆,N700S車両で運転
のぞみ402,up,◆,8月3～8・10～21・23～25・27・28・30日運転
のぞみ404,up,◆,8月22・25・29日運転
のぞみ154,up,◆,8月6・14～16日運転
のぞみ154,up,◆,8月9～13・17～20・27日運転
のぞみ406,up,◆,8月6・10・13～20・27日運転
のぞみ232,up,◆,8月13～20日は運休
のぞみ156,up,◆,8月13～20日運転
のぞみ408,up,◆,8月4・6・10・13～18・20・27日運転
のぞみ410,up,◆,8月13・15・16・20日運転
のぞみ412,up,◆,8月6・14・15・17・20日運転
のぞみ158,up,◆,8月9・12・13・16日運転
のぞみ414,up,◆,8月1～3・11・13・24・26・28～31日運転
のぞみ160,up,◆,8月4～8・10・14～23・25・27日運転
こだま738,up,☆,N700S車両で運転
のぞみ416,up,◆,8月[6]・13～18・20・25・27日運転
のぞみ418,up,◆,8月25日運転
のぞみ162,up,◆,8月4・6・9・11～18・20・24日運転
のぞみ162,up,◆,8月10・19・27日運転
のぞみ34,up,☆,N700S車両で運転
のぞみ420,up,◆,8月6・10・13～20・27日運転
のぞみ236,up,◆,8月5・6・9～11・13～20日は運休
のぞみ164,up,◆,8月10日運転
のぞみ164,up,◆,8月5・6・9・11・13～20日運転
のぞみ422,up,◆,8月2～4・6～10・13～25・27～30日運転
のぞみ424,up,◆,8月13・15・16・20日運転
のぞみ426,up,◆,8月[6]・13・14・20日運転
のぞみ166,up,◆,8月15・16日運転
のぞみ238,up,◆,8月1・2・30・31日運転
のぞみ168,up,◆,8月3・4・6～29日運転
のぞみ428,up,◆,8月3・4・6・8・10・13～18・20・21・23～25・27日運転
のぞみ430,up,◆,8月7日運転
のぞみ170,up,◆,8月18～20・27日運転
のぞみ170,up,◆,8月4～6・9～17・25日運転
のぞみ38,up,☆,N700S車両で運転
のぞみ432,up,◆,8月13・15・16・20日運転
のぞみ242,up,◆,8月4・6・9・10・13・18～20日は運休
のぞみ172,up,◆,8月4・6・9・10・13・18～20日運転
のぞみ434,up,◆,8月2・4・6・9・10・13～20・22・25・27～30日運転
のぞみ436,up,◆,8月3・4・6・8・10・13～18・20・21・23～25・27日運転
のぞみ438,up,◆,8月[6]・20日運転
のぞみ174,up,◆,8月10・11・13～18・25・27日運転
のぞみ102,up,◆,8月10・11・13～18・25・27日は運休
のぞみ102,up,◆,8月10・11・13～18・25・27日運転
こだま746,up,☆,N700S車両で運転
のぞみ440,up,◆,8月4・6・10・13～16・18・20・21・23・25・[27]日運転
のぞみ176,up,◆,8月3～10・12～21・24・25・27日運転
のぞみ244,up,◆,土曜運休・但し、8月12・19日は運転
のぞみ44,up,☆,N700S車両で運転
のぞみ444,up,◆,8月13・15・16・20日運転
のぞみ246,up,◆,8月4・6・9～15・17～20日は運休
のぞみ178,up,◆,8月4・6・9～15・17～20日運転
のぞみ446,up,◆,8月2～4・6・8～10・13～18・20～25・27～30日運転
のぞみ448,up,◆,8月4・6・10・13・15・16・20・25・27日運転
のぞみ450,up,◆,8月4・[6]・20・25日運転
のぞみ180,up,◆,8月10～16日運転
のぞみ104,up,◆,8月10～16日は運休
のぞみ104,up,◆,8月10～16日運転
こだま750,up,☆,N700S車両で運転
のぞみ452,up,◆,8月4・6・9・10・13～18・20・21・24・25・27日運転
のぞみ454,up,◆,8月2・3・5・21～23・28～30日運転
のぞみ182,up,◆,8月4・6～10・12～20・25・27日運転
のぞみ248,up,◆,土曜運休・但し、8月19日は運転
のぞみ50,up,☆,N700S車両で運転
のぞみ250,up,◆,8月4・6・9～20・25日は運休
のぞみ184,up,◆,8月4・6・9～20・25日運転
のぞみ456,up,◆,8月4・6・10・13・15・16・20・25・27日運転
のぞみ458,up,◆,8月3・4・6・8・10・13・15・16・18・20・21・23～25・27日運転
のぞみ460,up,◆,8月10・15日運転
のぞみ462,up,◆,8月5・6・8・19～31日運転
のぞみ188,up,◆,8月3・4・7・9～18日運転
のぞみ54,up,☆,N700S車両で運転
のぞみ466,up,◆,8月3・6・10・13～18・20・21・24・25・27日運転
のぞみ252,up,◆,8月4・6・8～16・19・20・25・27日は運休
のぞみ190,up,◆,8月4・6・8～16・19・20・25・27日運転
のぞみ468,up,◆,8月4・6・10・13・15・16・20・25・27日運転
のぞみ254,up,◆,土曜と8月4・6・9～18・20・25・27日は運休・但し、8月19日は運転
のぞみ192,up,◆,8月4・6・9～18・20・25・27日運転
のぞみ470,up,◆,8月4・10・13・15・20日運転
ひかり666,up,☆,N700S車両で運転
のぞみ472,up,◆,8月4・6・9・10・13～16・18～20・25・27日運転
のぞみ474,up,◆,8月10・20日運転
のぞみ476,up,◆,8月4・6・9・14・17～20・25・27日運転
のぞみ194,up,◆,8月10・13・15・16日運転
のぞみ478,up,◆,8月6・10・12・13・[14]・15～20・27日運転
のぞみ480,up,◆,8月3・5・7・8・[17]・21～24・26・28～31日運転
のぞみ196,up,◆,8月6・10日運転
のぞみ196,up,◆,8月4・9・11～16・18～20・25・27日運転
こだま764,up,☆,N700S車両で運転
のぞみ62,up,☆,N700S車両で運転
のぞみ260,up,◆,8月[13]・[15]・[16]日運転
のぞみ482,up,◆,8月14・17～19・25・27日運転
のぞみ198,up,◆,8月4・6・9～13・15・16・20日運転
回送980,up,◆,8月8・19・[22]・[23]・[24]・29日運転
回送982,up,◆,8月2日運転

