期間,20211201,20220110
のぞみ318,up,◆,12月29～31日・1月3・4日運転
のぞみ320,up,◆,12月30・31日・1月2～4日運転
のぞみ322,up,◆,12月3・10・17・18・24日・1月1・2・5～10日運転
のぞみ126,up,◆,12月4・11・25～31日・1月3・4日運転
のぞみ324,up,◆,12月31日・1月3・4日運転
のぞみ326,up,◆,12月25日・1月2～5日運転
のぞみ222,up,◆,12月29～31日は運休
のぞみ128,up,◆,12月29～31日運転
のぞみ328,up,◆,12月29～31日・1月2～5日運転
のぞみ330,up,◆,1月2～4日運転
のぞみ130,up,◆,12月29～31日・1月8日運転
のぞみ332,up,◆,12月4・11・18・24～31日・1月2～5・7日運転
ひかり648,up,☆,N700S車両で運転
のぞみ334,up,◆,1月2～4日運転
のぞみ336,up,◆,12月30・31日・1月2～4日運転
のぞみ338,up,◆,12月3～5・10～12・17～19・24日・1月1・6～10日運転
のぞみ132,up,◆,12月25～31日・1月2～5日運転
のぞみ340,up,◆,12月31日・1月3・4日運転
のぞみ342,up,◆,1月2～5日運転
こだま724,up,☆,N700S車両で運転
のぞみ344,up,◆,1月2～5日運転
のぞみ346,up,◆,1月2日運転
のぞみ136,up,◆,12月29～31日・1月3・4日運転
のぞみ348,up,◆,12月18・24～26・28・30・31日・1月1～8・10日運転
のぞみ350,up,◆,12月30・31日・1月2～4日運転
のぞみ352,up,◆,12月29～31日・1月2～5日運転
のぞみ354,up,◆,12月4・5・11・12・18・19・24・28日・1月1・6～10日運転
のぞみ138,up,◆,12月25～27・29～31日・1月2～5日運転
のぞみ356,up,◆,12月3・4・17・18・31日・1月2～4日運転
のぞみ358,up,◆,1月1～6・10日運転
のぞみ226,up,◆,12月28～31日、1月2～4日は運休
のぞみ140,up,◆,12月28～31日・1月2～4日運転
のぞみ360,up,◆,12月30・31日・1月2～5日運転
のぞみ362,up,◆,1月3・4日運転
のぞみ364,up,◆,12月3・10・17・24・26・28～31日・1月1～10日運転
のぞみ366,up,◆,12月31日・1月2～5日運転
のぞみ368,up,◆,12月29～31日・1月2～5・10日運転
のぞみ144,up,◆,12月27・29～31日・1月2～5日運転
のぞみ372,up,◆,12月4・5・11・12・18・19・24～26・28日・1月1～10日運転
のぞみ374,up,◆,1月1～6・9・10日運転
のぞみ228,up,◆,12月28～31日、1月2～5日は運休
のぞみ146,up,◆,12月28・29・30・31日・1月2～5日運転
のぞみ376,up,◆,12月3・5・10・12・17・19・29～31日・1月1～5・10日運転
のぞみ378,up,◆,1月2日運転
のぞみ148,up,◆,1月3・4日運転
のぞみ380,up,◆,12月3～5・10～12・17～19・24・26・28～31日・1月1～10日運転
のぞみ382,up,◆,12月31日・1月2～4・10日運転
のぞみ384,up,◆,12月30・31日・1月2～5・10日運転
のぞみ386,up,◆,1月10日運転
のぞみ150,up,◆,12月27～31日・1月2～5日運転
のぞみ388,up,◆,12月3～5・10～12・17～19・24～26・30・31日・1月1～10日運転
のぞみ390,up,◆,12月3・5・10・12・17・19・24日・1月1～7・9・10日運転
のぞみ230,up,◆,12月28～30日、1月1～5日は運休
のぞみ152,up,◆,12月28・29・30日・1月1・2～5日運転
のぞみ392,up,◆,12月31日・1月1～5・10日運転
のぞみ394,up,◆,12月5・12・19日・1月5・10日運転
のぞみ154,up,◆,12月29～31日・1月2～4日運転
のぞみ396,up,◆,12月5・12・19日・1月2～5・10日運転
のぞみ398,up,◆,1月2～4日運転
のぞみ400,up,◆,1月10日運転
のぞみ156,up,◆,12月28日・1月2～5日運転
のぞみ402,up,◆,12月3・5・10・12・17・19・24・30・31日・1月1～7・9・10日運転
のぞみ404,up,◆,12月5・12・19日・1月2～5・10日運転
のぞみ234,up,◆,12月28・31日、1月1～5・10日は運休
のぞみ158,up,◆,12月28・31日・1月1・2～5・10日運転
のぞみ406,up,◆,12月5・12・19・31日・1月2～5・10日運転
のぞみ408,up,◆,1月10日運転
のぞみ160,up,◆,12月29・30日・1月2～4日運転
のぞみ236,up,☆,N700S車両で運転
のぞみ410,up,◆,12月3～5・10～12・17・19・24・26・27・29～31日・1月1～10日運転
のぞみ412,up,◆,1月2～4日運転
のぞみ414,up,◆,12月3・5・10・12・17・19日・1月10日運転
のぞみ162,up,◆,12月28～31日・1月2～5日運転
のぞみ238,up,◆,土曜運休
のぞみ416,up,◆,1月2～4・10日運転
のぞみ240,up,◆,12月3・10・28・31日、1月1～5・10日は運休
のぞみ164,up,◆,12月3・10・28・31日・1月1・2・3～5・10日運転
のぞみ418,up,◆,12月3・5・10・12・17・19日・1月2～5・7・10日運転
のぞみ420,up,◆,1月10日運転
のぞみ166,up,◆,12月29・30日・1月2～4日運転
のぞみ242,up,☆,N700S車両で運転
のぞみ422,up,◆,12月3・5・10・12・17・19・24日・1月1～7・9・10日運転
のぞみ424,up,◆,1月2～4日運転
のぞみ426,up,◆,1月2～4日運転
のぞみ428,up,◆,12月3・5・10・12・17・19日・1月2～4・10日運転
こだま748,up,☆,N700S車両で運転
のぞみ244,up,◆,土曜と12月3・5・10・12・28日、1月1～5・10日は運休
のぞみ168,up,◆,12月3・5・10・12・28日・1月1～5・10日運転
のぞみ430,up,◆,12月3・5・10・12・17・19・24・28日・1月2～5・7・9・10日運転
のぞみ170,up,◆,12月29～31日・1月2～4日運転
のぞみ434,up,◆,12月3・5・10・12・17・19・24日・1月2～5・7・10日運転
のぞみ436,up,◆,1月2～4日運転
のぞみ438,up,◆,12月3・5・10・12・17・19・24・28日・1月2～5・7・10日運転
のぞみ440,up,◆,12月3・10・17日・1月2～4日運転
のぞみ248,up,◆,土曜と12月3・5・10・12・26・28～31日、1月2～5日は運休・但し、12月4・11・18日・1月8日は運転
のぞみ172,up,◆,12月3・5・10・12・26・28・29・30・31日・1月2・3・4・5日運転
のぞみ442,up,◆,1月2～4日運転
のぞみ174,up,◆,12月29～31日・1月2～4日運転
のぞみ446,up,◆,1月2・3日運転
のぞみ250,up,◆,12月3・5・10・12・17・19・24・26・28日・1月2～5・7・9・10日運転
のぞみ448,up,◆,12月3・5・10・12・17・19・24日・1月2～4・10日運転
のぞみ176,up,◆,12月28～31日・1月2～4日運転
のぞみ452,up,◆,12月3～5・10～12・17～19・24・25・27日・1月2～5・10日運転
こだま754,up,☆,N700S車両で運転
のぞみ252,up,◆,12月28～31日、1月2～4日は運休
のぞみ178,up,◆,12月28～31日・1月2～4日運転
のぞみ456,up,◆,12月24・26日・1月2～4・7・9・10日運転
のぞみ458,up,◆,12月19日運転
のぞみ180,up,◆,12月3・5・10・12・29・30日・1月2～4日運転
のぞみ460,up,◆,12月5・12・19日・1月2・3日運転
のぞみ254,up,◆,12月1～3・5・7～10・12・14～17・19・21～24・26・28日・1月1～4・7・9・10日運転
のぞみ462,up,◆,12月5・12・17・19日・1月2～5・10日運転
のぞみ464,up,◆,12月3・5・10・12・17・19・24日・1月10日運転
ひかり668,up,☆,N700S車両で運転
のぞみ466,up,◆,12月3・5・10・12・17・19・24・26日・1月1～4・7・9・10日運転
のぞみ468,up,◆,12月3・5・10・12・17・19日・1月10日運転
のぞみ182,up,◆,12月28～31日・1月2～4日運転
のぞみ470,up,◆,12月3～5・10～12・17～19・24～27日・1月1・5～7・9・10日運転
のぞみ184,up,◆,12月28～31日・1月2～4日運転
