期間,20230901,20230930
こだま717,down,☆,N700S車両で運転
のぞみ223,down,◆,9月1～15・17～20・22～30日運転
のぞみ133,down,◆,9月16日運転
のぞみ333,down,◆,9月16日運転
のぞみ335,down,◆,9月16日運転
のぞみ337,down,◆,9月9・[15]・16・23・30日運転
のぞみ225,down,◆,9月16・18日は運休
のぞみ137,down,◆,9月16日運転
のぞみ137,down,◆,9月18日運転
のぞみ339,down,◆,9月16・23日運転
のぞみ27,down,☆,N700S車両で運転
のぞみ341,down,◆,9月2・7～9・11・15・16・18・23・30日運転
のぞみ343,down,◆,9月16日運転
のぞみ345,down,◆,9月16日運転
のぞみ347,down,◆,9月1～15・17・19・20・22～26・28～30日運転
のぞみ141,down,◆,9月18日運転
のぞみ141,down,◆,9月16日運転
のぞみ349,down,◆,9月16日運転
のぞみ69,down,☆,N700S車両で運転
のぞみ351,down,◆,9月16日運転
のぞみ353,down,◆,9月16・23日運転
のぞみ227,down,◆,9月16日は運休
のぞみ145,down,◆,9月16日運転
のぞみ355,down,◆,9月16・18・23日運転
のぞみ357,down,◆,9月[16]日運転
のぞみ361,down,◆,9月15・16・18・23日運転
こだま725,down,☆,N700S車両で運転
のぞみ363,down,◆,9月1～3・7～11・14～17・19・22～25・29・30日運転
のぞみ149,down,◆,9月18日運転
のぞみ365,down,◆,9月16日運転
のぞみ369,down,◆,9月16日運転
のぞみ229,down,◆,9月10・15・16・18・24・29日は運休
のぞみ153,down,◆,9月10・15・16・18・24・29日運転
のぞみ371,down,◆,9月16・18日運転
のぞみ35,down,☆,N700S車両で運転
のぞみ375,down,◆,9月1・3・8・9・11・14～19・22～25・29・30日運転
こだま729,down,☆,N700S車両で運転
のぞみ379,down,◆,9月15・16・22・23日運転
のぞみ157,down,◆,9月10・18・24日運転
のぞみ73,down,☆,N700S車両で運転
のぞみ385,down,◆,9月18日運転
のぞみ231,down,◆,9月3・8・10・15・18・22・29日は運休
のぞみ161,down,◆,9月3・8・10・15・18・22・29日運転
のぞみ387,down,◆,9月15・18・24日運転
のぞみ389,down,◆,9月18日運転
のぞみ391,down,◆,9月1・3・4・6・8～11・13～17・19～23・25・27～30日運転
のぞみ163,down,◆,9月18・24日運転
のぞみ393,down,◆,9月18日運転
のぞみ395,down,◆,9月1・3・8・15・16・22・29日運転
のぞみ165,down,◆,9月10・18・24日運転
のぞみ397,down,◆,9月[18]日運転
のぞみ401,down,◆,9月18日運転
のぞみ233,down,◆,9月8・10・15・17・22・24・29日は運休
のぞみ169,down,◆,9月8・10・15・17・22・24・29日運転
のぞみ403,down,◆,9月3・4・8・10・15・18・22・24・29日運転
のぞみ405,down,◆,9月18・24日運転
のぞみ407,down,◆,9月1・6～8・10・11・13・14・16・17・19～22・25・27～29日運転
のぞみ171,down,◆,9月15・18・24日運転
のぞみ171,down,◆,9月3日運転
のぞみ409,down,◆,9月18日運転
のぞみ45,down,☆,N700S車両で運転
のぞみ235,down,◆,9月3・8・10・15・17・18・22・24日は運休
のぞみ173,down,◆,9月3・8・10・15・17・18・22・24日運転
のぞみ411,down,◆,9月18日運転
のぞみ413,down,◆,9月[18]日運転
のぞみ415,down,◆,9月15・18・24日運転
のぞみ237,down,◆,9月15・18・24・29日は運休
のぞみ177,down,◆,9月15・18・24・29日運転
のぞみ417,down,◆,9月8・10・15・18・22・24・29日運転
のぞみ47,down,☆,N700S車両で運転
のぞみ419,down,◆,9月15・18・24日運転
のぞみ239,down,◆,土曜と9月3・8・10・15・17・18・22・24日は運休
のぞみ179,down,◆,9月3・10・15・17・18・22・24日運転
のぞみ179,down,◆,9月8日運転
のぞみ421,down,◆,9月15・18日運転
ひかり651,down,☆,N700S車両で運転
のぞみ241,down,◆,9月10・18・24日は運休
のぞみ181,down,◆,9月10・18・24日運転
のぞみ423,down,◆,9月15・18・[24]日運転
のぞみ425,down,◆,9月1・3・7・8・10・13～15・18・21・22・24・28・29日運転
のぞみ427,down,◆,9月[18]日運転
のぞみ243,down,◆,9月10・15・18・29日は運休
のぞみ185,down,◆,9月10・15・18・29日運転
のぞみ429,down,◆,9月1・3・7・8・10・13～15・18・20～22・24・27～29日運転
のぞみ431,down,◆,9月8・[10]・15・18・21・22・24・29日運転
のぞみ245,down,◆,土曜と9月3・8・10・15・17・18・22・24日は運休
のぞみ187,down,◆,9月3・10・15・18・24日運転
のぞみ187,down,◆,9月8・17・22日運転
のぞみ433,down,◆,9月8・15・18・22日運転
のぞみ55,down,☆,N700S車両で運転
こだま801,down,◆,9月3・10・17・18・24日運転
のぞみ247,down,◆,9月8・10・15・18・24日は運休
のぞみ189,down,◆,9月8・10・15・18・24日運転
のぞみ435,down,◆,9月15・18・[24]日運転
のぞみ437,down,◆,9月15・[18]日運転
のぞみ439,down,◆,9月1・8・10・14・15・[17]・18・21・22・24・29日運転
のぞみ249,down,◆,9月1・3・8・10・15・17・18・22・24・29日は運休
のぞみ193,down,◆,9月1・3・8・10・15・17・18・22・24・29日運転
のぞみ441,down,◆,9月1・3・6～8・10・13～15・18・20～22・24・27～29日運転
のぞみ443,down,◆,9月1・8・15・18・21・22・24・29日運転
のぞみ251,down,◆,土曜と9月15・24日は運休
のぞみ195,down,◆,9月15・24日運転
のぞみ445,down,◆,9月8・15・18・21・22日運転
のぞみ197,down,◆,9月8・[10]・15・22日運転
のぞみ447,down,◆,9月[18]・[24]日運転
のぞみ449,down,◆,9月1・8・10・14・15・[17]・18・21・22・24・29日運転
のぞみ59,down,☆,N700S車両で運転
のぞみ451,down,◆,9月15日運転
のぞみ453,down,◆,9月1・8・15・18・21・22・24・29日運転
のぞみ455,down,◆,9月1・8・10・15・18・21・22・24・29日運転
のぞみ457,down,◆,9月8・15・22日運転
のぞみ459,down,◆,9月1・3・4・6～8・10・13～15・17・18・20～22・24・27～29日運転
ひかり661,down,☆,N700S車両で運転
こだま805,down,◆,休日運休
のぞみ461,down,◆,9月8・[10]・15・[24]日運転
のぞみ257,down,☆,N700S車両で運転
のぞみ463,down,◆,9月15日運転
のぞみ465,down,◆,9月1・3・8・10・14・15・18・21・22・24・29日運転
のぞみ467,down,◆,9月1・3・8・10・15・18・21・22・24・29日運転
ひかり663,down,☆,N700S車両で運転
のぞみ469,down,◆,9月8・10・15・18・24日運転
のぞみ471,down,◆,9月[15]日運転
ひかり665,down,◆,9月1・3・8・10・15・18・22・24・29日運転
のぞみ475,down,◆,9月1・3・8・10・14・15・17・18・21・22・24・28・29日運転
のぞみ477,down,◆,9月[3]・8・10・15・18・21・22・24・29日運転
こだま807,down,☆,N700S車両で運転
のぞみ481,down,◆,9月[3]・8・10・17・18・21・24・28日運転
のぞみ483,down,◆,9月1・3・6～10・13・14・17・18・20～24・27～30日運転
ひかり667,down,☆,N700S車両で運転
のぞみ499,down,◆,9月1・3・8・10・15・18・22・24・29日運転
ひかり669,down,☆,N700S車両で運転
こだま802,up,◆☆,土曜・休日運休　N700S車両で運転
こだま804,up,☆,N700S車両で運転
こだま806,up,◆☆,土曜・休日運休　N700S車両で運転
こだま810,up,◆,土曜・休日運休
のぞみ498,up,◆,9月2・4・9・11・16・19・23・25・30日運転
こだま816,up,◆,土曜・休日運休
こだま818,up,◆☆,土曜・休日運休　N700S車両で運転
のぞみ204,up,◆,休日運休
のぞみ282,up,◆,9月16・19日運転
のぞみ286,up,◆,9月1・2・4・6～9・11～16・19～23・25～30日運転
のぞみ288,up,◆,9月14・16・23日運転
のぞみ290,up,◆,9月16日運転
のぞみ292,up,◆,9月16日運転
のぞみ208,up,◆,休日運休
ひかり638,up,☆,N700S車両で運転
のぞみ294,up,◆,9月2・6～9・11・13・14・16・19・20・22・23・25・27・28・30日運転
のぞみ296,up,◆,9月[16]日運転
のぞみ74,up,☆,N700S車両で運転
のぞみ298,up,◆,9月10・16日運転
のぞみ212,up,◆,休日運休
こだま824,up,◆,9月2・9・16・23・30日運転
のぞみ300,up,◆,9月[2]・[6]・[7]・[8]・9・[13]・14・[15]・16・17・[22]・23・30日運転
のぞみ302,up,◆,9月16・23日運転
のぞみ214,up,◆,休日運休・但し、9月24日は運転
のぞみ304,up,◆,9月16日運転
のぞみ306,up,◆,9月2・6～9・11～15・19・20・22・27・28・30日運転
のぞみ110,up,◆,9月16・23日運転
のぞみ308,up,◆,9月[4]・16・[21]日運転
のぞみ310,up,◆,9月9・16・23日運転
のぞみ216,up,◆,9月1・2・4・[5]・6～17・19～25・27～30日運転
のぞみ312,up,◆,9月[2]・6・[9]・[11]・[12]・[14]・[15]・16・[19]・[20]・[23]・26・[30]日運転
のぞみ314,up,◆,9月16日運転
のぞみ4,up,☆,N700S車両で運転
のぞみ316,up,◆,9月16・23・30日運転
のぞみ218,up,◆,休日と9月9・15・16・23日は運休・但し、9月18日は運転
のぞみ114,up,◆,9月9・15・16・23日運転
ひかり644,up,☆,N700S車両で運転
のぞみ318,up,◆,9月2・7～9・13～16・22・23・27・28・30日運転
のぞみ84,up,◆,9月1～30日は運休
のぞみ84,up,◆,9月1～30日運転
のぞみ320,up,◆,9月16日運転
のぞみ322,up,◆,9月2・8・9・13・[15]・16・22・23・[30]日運転
ひかり670,up,◆,9月1～30日は運休
ひかり502,up,◆,9月1～30日運転
のぞみ324,up,◆,9月[2]・16・[23]日運転
のぞみ326,up,◆,9月16日運転
のぞみ328,up,◆,9月9・16日運転
のぞみ220,up,◆,休日と9月9・16・23日は運休・但し、9月[17]・18日は運転
のぞみ116,up,◆,9月9・16・23日運転
ひかり646,up,☆,N700S車両で運転
のぞみ330,up,◆,9月16・23・30日運転
のぞみ332,up,◆,9月16日運転
のぞみ10,up,☆,N700S車両で運転
のぞみ334,up,◆,9月[16]日運転
のぞみ336,up,◆,9月1・3・4・7・9～11・13・14・18・19・24・25・29日運転
のぞみ120,up,◆,9月2・8・15～17・22・23・30日運転
のぞみ338,up,◆,9月16日運転
のぞみ340,up,◆,9月2・18・30日運転
のぞみ122,up,◆,9月9・16・17・23日運転
のぞみ14,up,☆,N700S車両で運転
のぞみ344,up,◆,9月16日運転
のぞみ222,up,◆,9月16日は運休
のぞみ124,up,◆,9月16日運転
のぞみ346,up,◆,9月9・16・18・23・30日運転
のぞみ348,up,◆,9月16日運転
のぞみ350,up,◆,9月16・18日運転
のぞみ352,up,◆,9月1～4・7・10・11・13・14・18・19・22・24・25・29・30日運転
のぞみ128,up,◆,9月8・9・15～17・23日運転
のぞみ354,up,◆,9月18日運転
のぞみ356,up,◆,9月17・24・30日運転
のぞみ130,up,◆,9月16・18日運転
のぞみ130,up,◆,9月23日運転
のぞみ360,up,◆,9月18日運転
のぞみ224,up,◆,9月16日は運休
のぞみ132,up,◆,9月16日運転
のぞみ362,up,◆,9月16・18・26日運転
のぞみ366,up,◆,9月18日運転
のぞみ368,up,◆,9月1・2・4・5・7・8・10・11・13～15・17～19・21・22・24・25・27～30日運転
のぞみ136,up,◆,9月[9]・16・23日運転
こだま726,up,☆,N700S車両で運転
のぞみ370,up,◆,9月3・9・12・15・18・20・22・23・26・29・30日運転
のぞみ372,up,◆,9月8・10・17・24日運転
のぞみ138,up,◆,9月16・18日運転
のぞみ374,up,◆,9月18日運転
のぞみ376,up,◆,9月18日運転
のぞみ378,up,◆,9月16・18・24日運転
のぞみ380,up,◆,9月18日運転
のぞみ382,up,◆,9月18日運転
のぞみ384,up,◆,9月1・3・4・6～8・10・11・14・[15]・17・19・22～25・27・29・30日運転
のぞみ144,up,◆,9月16・18日運転
のぞみ386,up,◆,9月1・2・5・8・9・12～15・18・20～22・24・26・28～30日運転
のぞみ388,up,◆,9月3・8・10・16～19・21～25・28・29日運転
のぞみ390,up,◆,9月15・18日運転
のぞみ392,up,◆,9月18日運転
のぞみ394,up,◆,9月3・9・10・16・18・24日運転
のぞみ396,up,◆,9月18日運転
のぞみ398,up,◆,9月[3]・10・15・18・[24]・25日運転
のぞみ400,up,◆,9月3～9・11～14・16・17・19～24・26～30日運転
のぞみ152,up,◆,9月10・15・18日運転
のぞみ28,up,☆,N700S車両で運転
のぞみ402,up,◆,9月1・3・8・10・17・18・22・24・29日運転
のぞみ404,up,◆,9月8・22・24・29日運転
のぞみ154,up,◆,9月18日運転
のぞみ154,up,◆,9月16日運転
のぞみ406,up,◆,9月[10]・18・24日運転
のぞみ232,up,◆,9月18・24日は運休
のぞみ156,up,◆,9月18・24日運転
のぞみ408,up,◆,9月3・10・18・24日運転
のぞみ410,up,◆,9月[15]・18日運転
のぞみ412,up,◆,9月18・[24]日運転
のぞみ158,up,◆,9月[8]・[22]日運転
のぞみ414,up,◆,9月1・3～9・11～14・17・19～28・30日運転
のぞみ160,up,◆,9月10・15・18・29日運転
こだま738,up,☆,N700S車両で運転
のぞみ416,up,◆,9月[3]・[10]・15・18・24日運転
のぞみ418,up,◆,9月8・15・17・22・29日運転
のぞみ162,up,◆,9月16・24日運転
のぞみ162,up,◆,9月10・18日運転
のぞみ34,up,☆,N700S車両で運転
のぞみ420,up,◆,9月3・10・15・18・24・29日運転
のぞみ236,up,◆,9月18・24日は運休
のぞみ164,up,◆,9月18・24日運転
のぞみ422,up,◆,9月1・3・8・10・14・15・18・21・22・24・28日運転
のぞみ424,up,◆,9月[17]・18日運転
のぞみ426,up,◆,9月[3]・8・15・18・[24]日運転
のぞみ238,up,◆,9月1・4～7・9・11～14・19～21・23・25～28日運転
のぞみ168,up,◆,9月3・8・10・15～18・22・24・29日運転
のぞみ428,up,◆,9月1・3・8・10・14・15・18・21・22・24・29日運転
のぞみ430,up,◆,9月17日運転
のぞみ170,up,◆,9月[10]・24日運転
のぞみ170,up,◆,9月15・18日運転
のぞみ38,up,☆,N700S車両で運転
のぞみ432,up,◆,9月15・18日運転
のぞみ242,up,◆,9月10・18・22・24日は運休
のぞみ172,up,◆,9月10・18・22・24日運転
のぞみ434,up,◆,9月6～8・10～13・15・18・20・22・24～29日運転
のぞみ436,up,◆,9月1・3・8・10・14・15・[17]・18・21・22・24・29日運転
のぞみ438,up,◆,9月[24]日運転
のぞみ174,up,◆,9月15・18日運転
のぞみ102,up,◆,9月15・18日は運休
のぞみ102,up,◆,9月15・18日運転
こだま746,up,☆,N700S車両で運転
のぞみ440,up,◆,9月1・3・7・8・10・14・15・18・21・22・24・29日運転
のぞみ442,up,◆,9月1・18・21・22日運転
のぞみ176,up,◆,9月3・8・10・15～17・24・29日運転
のぞみ244,up,◆,土曜運休
のぞみ44,up,☆,N700S車両で運転
のぞみ444,up,◆,9月8・15・18日運転
のぞみ246,up,◆,9月8・10・15・16・22・24日は運休
のぞみ178,up,◆,9月8・10・15・16・22・24日運転
のぞみ446,up,◆,9月1・3・6～15・18・20～29日運転
のぞみ448,up,◆,9月8・10・15・[17]・18・22・24日運転
のぞみ450,up,◆,9月[3]・8・22日運転
のぞみ180,up,◆,9月15・18日運転
のぞみ104,up,◆,9月15・18日は運休
のぞみ104,up,◆,9月15・18日運転
こだま750,up,☆,N700S車両で運転
のぞみ452,up,◆,9月1・3・8・10・15・18・21・22・24・29日運転
のぞみ454,up,◆,9月1・6～9・11～14・20～23・25・26・28・29日運転
のぞみ182,up,◆,9月3・10・15・17・18・24日運転
のぞみ248,up,◆,土曜運休
のぞみ50,up,☆,N700S車両で運転
のぞみ250,up,◆,9月8・10・15・18・22・24・29日は運休
のぞみ184,up,◆,9月8・10・15・18・22・24・29日運転
のぞみ456,up,◆,9月8・10・15・18・22・24・29日運転
のぞみ458,up,◆,9月1・3・7・8・10・14・15・17・18・21・22・24・29日運転
のぞみ460,up,◆,9月18日運転
のぞみ186,up,◆,9月15日運転
のぞみ462,up,◆,9月2・3・6～11・13・14・20～26・28～30日運転
のぞみ188,up,◆,9月1・15～18日運転
のぞみ464,up,◆,9月18日運転
のぞみ54,up,☆,N700S車両で運転
のぞみ466,up,◆,9月1・3・9・10・14・15・17・18・21・22・24・29日運転
のぞみ252,up,◆,9月3・8・10・15・18・22・24日は運休
のぞみ190,up,◆,9月3・8・10・15・18・22・24日運転
のぞみ468,up,◆,9月3・8・10・18・22・24日運転
のぞみ254,up,◆,土曜と9月8・10・15・18・22・24・29日は運休
のぞみ192,up,◆,9月8・10・15・18・22・24・29日運転
のぞみ470,up,◆,9月8・15・18日運転
ひかり666,up,☆,N700S車両で運転
のぞみ472,up,◆,9月1・3・7・8・10・15・17・18・21・22・24・29・30日運転
のぞみ474,up,◆,9月18・[24]日運転
のぞみ476,up,◆,9月1・3・8・10・14・17・21・22・24・29日運転
のぞみ194,up,◆,9月15・18日運転
のぞみ478,up,◆,9月3・10・17・18・24日運転
のぞみ480,up,◆,9月1・2・4・6・7・9～14・19～21・23・25・27・28・30日運転
のぞみ196,up,◆,9月18日運転
のぞみ196,up,◆,9月3・8・15～17・22・24・29日運転
こだま764,up,☆,N700S車両で運転
のぞみ62,up,☆,N700S車両で運転
のぞみ482,up,◆,9月1・8・17・21・22・29日運転
のぞみ198,up,◆,9月3・10・15・16・18・24日運転
