期間,20230701,20230731
のぞみ47,down,☆,N700S車両で運転
のぞみ419,down,◆,7月14・17日運転
のぞみ239,down,◆,土曜と7月2・9・14・17日は運休
のぞみ179,down,◆,7月2・9・14・17日運転
のぞみ421,down,◆,7月14・17日運転
ひかり651,down,☆,N700S車両で運転
のぞみ241,down,◆,7月9・14・17日は運休
のぞみ181,down,◆,7月9・14・17日運転
のぞみ423,down,◆,7月17日運転
のぞみ425,down,◆,7月2・7・9・13・14・17・21・23・28・30日運転
のぞみ243,down,◆,7月14・17・28・30日は運休
のぞみ185,down,◆,7月14・17・28・30日運転
のぞみ429,down,◆,7月2・6・7・9・13・14・17・20・21・23・27・28・30日運転
のぞみ431,down,◆,7月14・17・21・28日運転
のぞみ245,down,◆,土曜と7月2・7・9・14・16・17・21・23・30日は運休
のぞみ187,down,◆,7月14・16・30日運転
のぞみ187,down,◆,7月2・7・9・17・21・23日運転
のぞみ433,down,◆,7月14・17・21日運転
のぞみ55,down,☆,N700S車両で運転
こだま801,down,◆,7月2・9・16・17・23・30日運転
のぞみ247,down,◆,7月14・17日は運休
のぞみ189,down,◆,7月14・17日運転
のぞみ435,down,◆,7月14・17日運転
のぞみ437,down,◆,7月14日運転
のぞみ439,down,◆,7月7・9・14・[16]・17・21・[23]・28日運転
のぞみ249,down,◆,7月2・7・9・14・16・17・21・23・28・30日は運休
のぞみ193,down,◆,7月2・7・9・14・16・17・21・23・28・30日運転
のぞみ441,down,◆,7月2・6・7・9・13・14・17・20・21・23・27・28・30日運転
のぞみ443,down,◆,7月7・14・17・21・28日運転
のぞみ251,down,◆,土曜と7月14日は運休
のぞみ195,down,◆,7月14日運転
のぞみ445,down,◆,7月14・[17]・21日運転
のぞみ197,down,◆,7月14・17・28日運転
のぞみ447,down,◆,7月21日運転
のぞみ449,down,◆,7月7・9・13・14・[16]・17・21・[23]・28・30日運転
のぞみ59,down,☆,N700S車両で運転
のぞみ451,down,◆,7月14日運転
のぞみ453,down,◆,7月7・14・17・21・28日運転
のぞみ455,down,◆,7月7・[9]・14・17・21・[23]・28・30日運転
のぞみ457,down,◆,7月14・21日運転
のぞみ459,down,◆,7月2・6・7・9・12～14・16・17・19～21・23・24・27・28・30日運転
ひかり661,down,☆,N700S車両で運転
こだま805,down,◆,休日運休
のぞみ461,down,◆,7月14・[30]日運転
のぞみ257,down,☆,N700S車両で運転
のぞみ463,down,◆,7月14日運転
のぞみ465,down,◆,7月2・7・9・13・14・17・21・23・27・28・30日運転
のぞみ467,down,◆,7月2・7・9・14・17・21・23・28・30日運転
ひかり663,down,☆,N700S車両で運転
のぞみ469,down,◆,7月14・17日運転
ひかり665,down,◆,7月2・7・9・14・17・21・23・28・30日運転
のぞみ475,down,◆,7月2・7・9・13・14・16・17・21・23・28・30日運転
のぞみ477,down,◆,7月7・14・17・21・28・30日運転
こだま807,down,☆,N700S車両で運転
のぞみ479,down,◆,7月[14]・[30]日運転
のぞみ481,down,◆,7月2・9・16・17・23・30日運転
のぞみ483,down,◆,7月2・6・7・9・13～17・20・21・23・27・28・30日運転
ひかり667,down,☆,N700S車両で運転
のぞみ499,down,◆,7月2・7・9・14・17・21・23・28・30日運転
ひかり669,down,☆,N700S車両で運転
こだま802,up,◆☆,土曜・休日運休　N700S車両で運転
こだま804,up,☆,N700S車両で運転
こだま806,up,◆☆,土曜・休日運休　N700S車両で運転
こだま810,up,◆,土曜・休日運休
のぞみ498,up,◆,7月1・3・8・10・15・18・22・24・29・31日運転
こだま816,up,◆,土曜・休日運休
こだま818,up,◆☆,土曜・休日運休　N700S車両で運転
のぞみ204,up,◆,休日運休
のぞみ282,up,◆,7月15・20日運転
のぞみ286,up,◆,7月1・3～8・10～15・18～22・24～29・31日運転
のぞみ288,up,◆,7月[14]・15日運転
のぞみ292,up,◆,7月15日運転
のぞみ208,up,◆,休日運休
ひかり638,up,☆,N700S車両で運転
のぞみ294,up,◆,7月1・6・8・12・13・15・19～22・27・29・31日運転
のぞみ74,up,☆,N700S車両で運転
のぞみ298,up,◆,7月15日運転
のぞみ212,up,◆,休日運休
こだま824,up,◆,7月1・8・15・22・29日運転
のぞみ300,up,◆,7月8・[12]・[13]・[14]・15・[20]・22・27・29日運転
のぞみ302,up,◆,7月[8]・15・[22]・[29]日運転
のぞみ214,up,◆,休日運休・但し、7月16日は運転
のぞみ304,up,◆,7月15日運転
のぞみ306,up,◆,7月1・6・8・12～14・19～22・29・31日運転
のぞみ110,up,◆,7月15日運転
のぞみ308,up,◆,7月[10]・[11]・[15]・[18]・[24]・[25]・[26]・[28]日運転
のぞみ310,up,◆,7月15・22・29日運転
のぞみ216,up,◆,7月1・3～8・10～15・18～22・24～29・31日運転
のぞみ312,up,◆,7月8・[14]・15・[19]・[22]・[27]・[29]日運転
のぞみ314,up,◆,7月15日運転
のぞみ4,up,☆,N700S車両で運転
のぞみ316,up,◆,7月8・15日運転
のぞみ218,up,◆,休日と7月15・29日は運休・但し、7月16・17・30日は運転
のぞみ114,up,◆,7月15・29日運転
ひかり644,up,☆,N700S車両で運転
のぞみ318,up,◆,7月1・[8]・12～15・20～22・28・29日運転
のぞみ84,up,◆,7月8～31日は運休
のぞみ84,up,◆,7月8～31日運転
のぞみ320,up,◆,7月15日運転
のぞみ322,up,◆,7月1・8・15・[21]・22・29日運転
ひかり670,up,◆,7月8～31日は運休
ひかり502,up,◆,7月8～31日運転
のぞみ324,up,◆,7月[14]・15日運転
のぞみ326,up,◆,7月15・29日運転
のぞみ328,up,◆,7月15日運転
のぞみ220,up,◆,休日と7月15・16・29日は運休・但し、7月17日は運転
のぞみ116,up,◆,7月15・16・29日運転
ひかり646,up,☆,N700S車両で運転
のぞみ330,up,◆,7月15・22・28日運転
のぞみ332,up,◆,7月[15]日運転
のぞみ10,up,☆,N700S車両で運転
のぞみ336,up,◆,7月7・9・13・17・18・20・21・23・24・26・27・30・31日運転
のぞみ120,up,◆,7月1・8・14・15・22・28・29日運転
のぞみ338,up,◆,7月15日運転
のぞみ340,up,◆,7月1・8・17・22・28・29日運転
のぞみ122,up,◆,7月15・16日運転
のぞみ14,up,☆,N700S車両で運転
のぞみ344,up,◆,7月15日運転
のぞみ222,up,◆,7月15日は運休
のぞみ124,up,◆,7月15日運転
のぞみ346,up,◆,7月15・17・29日運転
のぞみ126,up,◆,7月15日運転
のぞみ352,up,◆,7月2・7・9・13・17・20・21・23・24・26～28・30・31日運転
のぞみ128,up,◆,7月1・8・14～16・22・29日運転
のぞみ354,up,◆,7月17日運転
のぞみ356,up,◆,7月17・28・29日運転
のぞみ130,up,◆,7月15日運転
のぞみ360,up,◆,7月17日運転
のぞみ224,up,◆,7月15日は運休
のぞみ132,up,◆,7月15日運転
のぞみ362,up,◆,7月15・17日運転
のぞみ364,up,◆,7月17日運転
のぞみ366,up,◆,7月17日運転
のぞみ368,up,◆,7月1・2・6～9・13・14・16・17・19～28・30・31日運転
のぞみ136,up,◆,7月15・29日運転
こだま726,up,☆,N700S車両で運転
のぞみ370,up,◆,7月17日運転
のぞみ372,up,◆,7月9・14・17・21・23・24・28～31日運転
のぞみ138,up,◆,7月15日運転
のぞみ374,up,◆,7月17日運転
のぞみ376,up,◆,7月17日運転
のぞみ378,up,◆,7月15・17日運転
のぞみ380,up,◆,7月17日運転
のぞみ382,up,◆,7月17日運転
のぞみ384,up,◆,7月11～14・16・19～31日運転
のぞみ144,up,◆,7月15・17日運転
のぞみ386,up,◆,7月9・17日運転
のぞみ388,up,◆,7月1～10・13・14・16～18・21～24・26～31日運転
のぞみ390,up,◆,7月17日運転
のぞみ392,up,◆,7月17日運転
のぞみ394,up,◆,7月2・7・9・14・15・17・21・23・28・30日運転
のぞみ396,up,◆,7月17日運転
のぞみ398,up,◆,7月17日運転
のぞみ400,up,◆,7月2・3・5～8・10～13・16～31日運転
のぞみ152,up,◆,7月9・14・15日運転
のぞみ28,up,☆,N700S車両で運転
のぞみ402,up,◆,7月2・9・14・16・17・21・23・24・28・30日運転
のぞみ404,up,◆,7月9・23・30日運転
のぞみ154,up,◆,7月17日運転
のぞみ406,up,◆,7月17日運転
のぞみ232,up,◆,7月17日は運休
のぞみ156,up,◆,7月17日運転
のぞみ408,up,◆,7月2・7・9・17・23・28・30日運転
のぞみ410,up,◆,7月17日運転
のぞみ412,up,◆,7月17日運転
のぞみ414,up,◆,7月2・3・5～7・10～13・16・18～21・24～28・31日運転
のぞみ160,up,◆,7月9・14・17・23・30日運転
こだま738,up,☆,N700S車両で運転
のぞみ416,up,◆,7月14・[16]・17日運転
のぞみ418,up,◆,7月9・14・21・23・30日運転
のぞみ162,up,◆,7月15・17日運転
のぞみ34,up,☆,N700S車両で運転
のぞみ420,up,◆,7月2・9・14・17・21・23・28・30日運転
のぞみ236,up,◆,7月17日は運休
のぞみ164,up,◆,7月17日運転
のぞみ422,up,◆,7月2・7・9・14・16・17・21・23・26～28・30日運転
のぞみ424,up,◆,7月17日運転
のぞみ426,up,◆,7月14日運転
のぞみ166,up,◆,7月17日運転
のぞみ238,up,◆,7月3・5～7・10～13・16・18～20・24～27・31日運転
のぞみ168,up,◆,7月2・9・14・15・17・21・23・28・30日運転
のぞみ428,up,◆,7月7・9・14・[16]・17・21・23・27・28日運転
のぞみ170,up,◆,7月14・17・30日運転
のぞみ38,up,☆,N700S車両で運転
のぞみ432,up,◆,7月14・17日運転
のぞみ242,up,◆,7月17日は運休
のぞみ172,up,◆,7月17日運転
のぞみ434,up,◆,7月2・9・13・14・16・17・20・21・23・26・28・30日運転
のぞみ436,up,◆,7月2・7・9・14・17・21・23・27・28・30日運転
のぞみ438,up,◆,7月14・17日運転
こだま746,up,☆,N700S車両で運転
のぞみ440,up,◆,7月6・7・9・13・14・[16]・17・20・21・23・27・28・30日運転
のぞみ442,up,◆,7月7日運転
のぞみ176,up,◆,7月2・9・14・17・21・23・28・30日運転
のぞみ244,up,◆,土曜運休
のぞみ44,up,☆,N700S車両で運転
のぞみ444,up,◆,7月14・17日運転
のぞみ246,up,◆,7月14・17・30日は運休
のぞみ178,up,◆,7月14・17・30日運転
のぞみ446,up,◆,7月2・7・9・13・14・16・17・21・23・26～28・30日運転
のぞみ448,up,◆,7月14・17・21・28日運転
のぞみ450,up,◆,7月17日運転
こだま750,up,☆,N700S車両で運転
のぞみ452,up,◆,7月7・9・13・14・17・21・23・28・30日運転
のぞみ454,up,◆,7月6・7・16・20・26・27日運転
のぞみ182,up,◆,7月2・9・14・17・21・23・28・30日運転
のぞみ248,up,◆,土曜運休
のぞみ50,up,☆,N700S車両で運転
のぞみ250,up,◆,7月7・14・17・28・30日は運休
のぞみ184,up,◆,7月7・14・17・28・30日運転
のぞみ456,up,◆,7月7・14・17・21・28日運転
のぞみ458,up,◆,7月2・7・9・13・14・17・21・23・27・28・30日運転
のぞみ460,up,◆,7月17日運転
のぞみ462,up,◆,7月1・8・13・16・17・20・22・25～27・29・30日運転
のぞみ188,up,◆,7月2・7・9・14・21・23・28日運転
のぞみ54,up,☆,N700S車両で運転
のぞみ466,up,◆,7月2・7・9・14・16・17・21・23・28・30日運転
のぞみ252,up,◆,7月14・17・30日は運休
のぞみ190,up,◆,7月14・17・30日運転
のぞみ468,up,◆,7月2・17・30日運転
のぞみ254,up,◆,土曜と7月14・17・28・30日は運休
のぞみ192,up,◆,7月14・17・28・30日運転
のぞみ470,up,◆,7月17日運転
ひかり666,up,☆,N700S車両で運転
のぞみ472,up,◆,7月2・7・9・14・17・21・23・28・30日運転
のぞみ474,up,◆,7月17日運転
のぞみ476,up,◆,7月2・9・16・17・23・30日運転
のぞみ194,up,◆,7月14日運転
のぞみ478,up,◆,7月2・9・16・17・23・30日運転
のぞみ480,up,◆,7月1・6・8・13・20・22・26・27・29日運転
のぞみ196,up,◆,7月14・17日運転
のぞみ196,up,◆,7月2・7・9・16・21・23・28・30日運転
こだま764,up,☆,N700S車両で運転
のぞみ62,up,☆,N700S車両で運転
のぞみ482,up,◆,7月2・7・9・16・21・30日運転
のぞみ198,up,◆,7月14・17・23・28日運転
回送980,up,◆,7月8・18・29日運転
